x,y,yaw,0.266,2.151,0.002
-5342.876,1669.104,-1.504,-19.099,-94.481,-0.035
-5343.296,1667.681,-1.504,-20.61,-95.226,-0.031
-5343.705,1666.319,-1.505,-21.787,-95.247,-0.038
-5344.073,1665.109,-1.507,-22.378,-93.69,-0.052
-5344.364,1663.865,-1.509,-22.078,-92.718,-0.06
-5344.575,1662.957,-1.511,-21.008,-88.436,-0.065
-5344.708,1661.688,-1.513,-19.29,-88.496,-0.081
-5344.903,1660.33,-1.512,-18.458,-89.455,-0.06
-5345.087,1659.067,-1.513,-17.642,-89.306,-0.063
-5345.102,1657.934,-1.515,-15.199,-87.836,-0.063
-5345.087,1657.112,-1.516,-12.81,-83.374,-0.064
-5345.334,1656.083,-1.515,-13.47,-81.709,-0.046
-5345.524,1655.34,-1.514,-13.44,-77.339,-0.033
-5345.609,1654.134,-1.51,-12.34,-78.384,0.01
-5345.632,1652.996,-1.509,-10.758,-78.572,0.016
-5345.705,1651.836,-1.508,-9.931,-78.961,0.02
-5345.753,1650.673,-1.506,-8.962,-79.315,0.037
-5345.778,1649.811,-1.505,-7.902,-76.528,0.049
-5345.82,1648.521,-1.501,-7.174,-78.558,0.079
-5345.893,1647.363,-1.498,-6.863,-78.919,0.097
-5346.166,1646.059,-1.498,-8.669,-80.742,0.08
-5346.312,1645.036,-1.497,-8.892,-79.4,0.072
-5346.421,1644.294,-1.497,-8.715,-75.357,0.066
-5346.5,1643.789,-1.496,-8.25,-69.474,0.062
-5346.841,1642.57,-1.497,-10.542,-71.808,0.049
-5347.117,1641.645,-1.497,-11.83,-70.772,0.039
-5347.134,1640.378,-1.497,-10.268,-73.407,0.035
-5347.271,1639.182,-1.497,-10.168,-74.915,0.032
-5347.371,1638.284,-1.496,-9.704,-73.149,0.031
-5347.44,1637.639,-1.496,-8.988,-69.033,0.029
-5347.329,1636.25,-1.495,-6.52,-73.179,0.037
-5347.319,1634.8,-1.496,-5.464,-77.344,0.016
-5347.342,1633.569,-1.496,-4.89,-78.638,0.014
-5347.352,1632.647,-1.496,-4.278,-76.57,0.012
-5347.354,1631.987,-1.496,-3.661,-72.1,0.011
-5347.314,1630.755,-1.498,-2.717,-74.183,-0.006
-5347.109,1629.63,-1.499,-0.211,-74.853,-0.013
-5347.13,1628.143,-1.499,-0.393,-79.155,-0.014
-5347.359,1626.919,-1.498,-2.699,-80.105,-0.007
-5347.554,1626.006,-1.498,-4.298,-77.729,-0.002
-5347.435,1624.578,-1.498,-2.443,-80.994,0.003
-5347.327,1623.489,-1.497,-0.979,-80.294,0.008
-5347.258,1622.209,-1.499,-0.126,-81.665,-0.008
-5347.292,1620.948,-1.5,-0.46,-82.64,-0.017
-5347.428,1619.654,-1.5,-1.784,-83.807,-0.02
-5347.493,1618.576,-1.501,-2.19,-82.579,-0.026
-5347.804,1617.297,-1.504,-5.073,-83.595,-0.049
-5347.764,1616.131,-1.504,-3.915,-83.312,-0.043
-5347.888,1614.744,-1.504,-4.617,-85.333,-0.038
-5347.987,1613.699,-1.504,-4.958,-83.546,-0.035
-5348.199,1612.363,-1.506,-6.41,-85.013,-0.043
-5348.42,1610.681,-1.505,-7.742,-89.82,-0.03
-5348.618,1608.923,-1.506,-8.637,-94.709,-0.033
-5348.802,1607.253,-1.505,-9.26,-97.973,-0.022
-5348.896,1605.738,-1.507,-8.875,-99.167,-0.035
-5348.837,1604.255,-1.505,-6.957,-99.84,-0.011
-5348.933,1602.78,-1.502,-6.917,-100.35,0.016
-5349.309,1601.316,-1.5,-9.771,-100.665,0.037
-5349.617,1600.231,-1.498,-11.504,-97.029,0.053
-5349.601,1598.768,-1.494,-9.656,-97.822,0.079
-5349.443,1597.456,-1.489,-6.612,-96.942,0.119
-5349.436,1596.299,-1.486,-5.554,-94.588,0.133
-5349.532,1594.838,-1.483,-5.728,-95.721,0.135
-5349.604,1593.747,-1.481,-5.636,-92.879,0.136
-5349.722,1592.357,-1.478,-6.021,-93.523,0.143
-5349.792,1591.055,-1.476,-5.848,-93.179,0.144
-5349.976,1589.833,-1.475,-6.882,-92.054,0.136
-5350.022,1588.572,-1.473,-6.352,-91.496,0.131
-5350.051,1587.647,-1.472,-5.717,-87.566,0.126
-5350.066,1587.005,-1.47,-5.028,-81.298,0.122
-5350.183,1585.446,-1.468,-5.491,-85.385,0.122
-5350.229,1584.167,-1.468,-5.162,-85.999,0.108
-5350.312,1582.692,-1.465,-5.255,-88.535,0.121
-5350.512,1581.484,-1.463,-6.541,-87.947,0.122
-5350.673,1580.598,-1.461,-7.24,-84.132,0.122
-5350.816,1579.156,-1.462,-7.644,-86.612,0.096
-5351.112,1577.771,-1.463,-9.562,-88.122,0.072
-5351.279,1576.354,-1.462,-9.883,-89.759,0.072
-5351.577,1574.986,-1.461,-11.493,-90.64,0.07
-5351.814,1573.966,-1.46,-12.24,-87.807,0.069
-5352.005,1572.694,-1.46,-12.41,-87.987,0.056
-5352.148,1571.753,-1.46,-12.058,-84.738,0.047
-5352.383,1570.536,-1.458,-12.705,-84.801,0.062
-5352.593,1569.182,-1.456,-12.998,-86.276,0.067
-5352.91,1567.709,-1.456,-14.348,-88.746,0.059
-5353.158,1566.595,-1.456,-14.794,-87.16,0.053
-5353.379,1565.192,-1.455,-14.885,-88.794,0.049
-5353.472,1563.709,-1.454,-13.655,-90.995,0.06
-5353.525,1562.317,-1.453,-12.193,-91.948,0.054
-5353.549,1561.278,-1.453,-10.645,-89.118,0.05
-5353.51,1559.685,-1.452,-8.679,-92.411,0.055
-5353.439,1558.106,-1.45,-6.673,-95.077,0.061
-5353.448,1556.5,-1.449,-5.786,-97.625,0.065
-5353.519,1554.51,-1.446,-5.66,-103.75,0.081
-5353.709,1552.743,-1.445,-6.796,-106.684,0.077
-5353.793,1550.9,-1.443,-6.657,-109.973,0.087
-5354.135,1548.875,-1.441,-9.199,-114.65,0.097
-5354.415,1547.329,-1.438,-10.722,-113.698,0.105
-5354.601,1545.91,-1.436,-11.057,-111.588,0.112
-5354.462,1544.406,-1.435,-8.012,-110.657,0.109
-5354.329,1543.305,-1.433,-5.454,-105.717,0.107
-5354.203,1542.544,-1.432,-3.356,-98.004,0.105
-5354.145,1540.936,-1.431,-2.269,-100.146,0.095
-5353.984,1539.286,-1.432,-0.278,-102.401,0.068
-5353.861,1537.987,-1.433,1.032,-100.717,0.057
-5353.756,1537.045,-1.432,1.961,-95.601,0.049
-5353.668,1536.403,-1.432,2.571,-88.148,0.044
-5353.287,1535.12,-1.431,6.118,-88.392,0.045
-5352.91,1533.701,-1.434,9.103,-90.003,0.012
-5352.6,1532.636,-1.437,10.958,-87.734,-0.013
-5352.351,1531.873,-1.439,11.907,-82.686,-0.031
-5352.204,1530.383,-1.439,11.666,-85.868,-0.026
-5352.011,1528.985,-1.438,11.944,-87.631,-0.017
-5352.082,1527.622,-1.439,9.45,-88.772,-0.026
-5351.988,1526.173,-1.44,9.033,-90.63,-0.025
-5351.922,1525.084,-1.44,8.378,-88.519,-0.024
-5351.755,1523.728,-1.439,8.868,-89.452,-0.014
-5351.785,1522.571,-1.441,7.253,-88.21,-0.028
-5351.706,1521.358,-1.443,7.001,-87.725,-0.044
-5351.65,1520.467,-1.445,6.545,-83.994,-0.055
-5351.614,1519.849,-1.447,5.957,-78.011,-0.063
-5351.466,1518.57,-1.446,6.6,-79.703,-0.044
-5351.155,1517.388,-1.444,8.833,-80.143,-0.017
-5350.897,1516.338,-1.444,10.193,-79.167,-0.019
-5350.792,1515.211,-1.441,9.772,-79.134,0.013
-5350.772,1513.777,-1.44,8.545,-82.257,0.018
-5350.5,1512.433,-1.441,10.083,-83.989,0.01
-5350.336,1510.882,-1.44,10.287,-87.607,0.011
-5350.213,1509.698,-1.44,10.043,-86.912,0.013
-5349.813,1508.037,-1.439,12.679,-91.235,0.02
-5349.432,1506.641,-1.438,14.749,-92.185,0.032
-5349.127,1505.6,-1.436,15.711,-89.343,0.041
-5348.81,1503.792,-1.435,16.667,-94.813,0.047
-5348.565,1502.399,-1.434,16.733,-95.209,0.051
-5348.564,1500.435,-1.434,14.288,-101.435,0.045
-5348.662,1498.708,-1.433,11.182,-104.294,0.044
-5348.619,1496.776,-1.433,9.977,-108.841,0.033
-5348.6,1495.301,-1.434,8.703,-108.016,0.026
-5348.474,1493.332,-1.434,8.726,-112.41,0.017
-5348.469,1491.07,-1.435,7.493,-119.164,0.007
-5348.478,1489.328,-1.436,6.294,-119.573,0.001
-5348.356,1487.407,-1.437,6.623,-121.754,-0.009
-5348.473,1485.208,-1.437,4.447,-126.491,-0.01
-5348.529,1483.053,-1.439,3.211,-130.068,-0.026
-5348.458,1480.614,-1.438,3.476,-136.056,-0.019
-5348.402,1478.748,-1.438,3.538,-135.25,-0.013
-5348.373,1476.386,-1.438,3.316,-139.676,-0.007
-5348.354,1474.595,-1.437,3.025,-137.577,-0.002
-5348.25,1472.303,-1.436,3.658,-140.941,0.013
-5348.159,1469.776,-1.435,4.052,-146.227,0.016
-5348.019,1467.194,-1.436,4.894,-151.304,0.009
-5347.71,1464.982,-1.436,7.357,-151.82,0.006
-5347.554,1462.665,-1.434,7.879,-153.346,0.021
-5347.434,1460.937,-1.433,7.961,-148.578,0.032
-5347.695,1458.466,-1.432,4.095,-152.169,0.029
-5347.93,1456.603,-1.432,1.082,-148.973,0.026
-5347.894,1454.211,-1.43,1.294,-151.69,0.046
-5347.654,1451.964,-1.429,3.57,-152.507,0.047
-5347.453,1450.296,-1.428,5.114,-147.249,0.047
-5347.289,1449.12,-1.428,6.058,-137.705,0.048
-5347.46,1446.617,-1.424,3.402,-143.223,0.07
-5347.614,1444.709,-1.422,1.309,-141.794,0.087
-5347.751,1443.316,-1.419,-0.287,-135.289,0.099
-5347.61,1440.786,-1.415,1.208,-141.43,0.126
-5347.45,1438.371,-1.411,2.679,-145.492,0.138
-5347.316,1436.545,-1.408,3.662,-142.9,0.148
-5347.052,1434.31,-1.404,5.836,-144.895,0.173
-5346.835,1432.637,-1.399,7.217,-140.799,0.191
-5346.694,1430.515,-1.396,7.603,-141.946,0.189
-5346.564,1428.713,-1.393,7.82,-139.622,0.194
-5346.345,1426.682,-1.391,8.927,-139.993,0.179
-5346.166,1424.808,-1.391,9.459,-138.692,0.154
-5345.883,1423.218,-1.388,10.978,-134.673,0.168
-5345.659,1422.085,-1.384,11.678,-126.527,0.178
-5345.49,1420.316,-1.384,11.695,-126.133,0.147
-5345.192,1418.567,-1.385,13.044,-125.587,0.116
-5344.857,1416.836,-1.384,14.574,-124.931,0.11
-5344.573,1415.048,-1.385,15.35,-124.968,0.082
-5344.083,1413.431,-1.387,18.143,-123.238,0.051
-5343.691,1412.255,-1.389,19.509,-117.224,0.028
-5343.452,1410.381,-1.392,19.101,-119.273,-0.003
-5343.48,1408.613,-1.393,16,-119.928,-0.012
-5343.534,1407.301,-1.394,13.095,-115.802,-0.019
-5343.604,1406.375,-1.395,10.445,-108.303,-0.023
-5343.237,1404.497,-1.394,12.693,-111.706,-0.019
-5342.941,1403.074,-1.394,13.865,-109.927,-0.016
-5342.711,1402.042,-1.394,14.198,-104.387,-0.013
-5342.537,1401.338,-1.394,13.898,-96.283,-0.011
-5342.658,1399.073,-1.395,10.612,-105.442,-0.011
-5342.673,1396.843,-1.394,8.895,-112.892,-0.008
-5342.703,1395.117,-1.394,7.285,-114.056,-0.005
-5342.423,1392.97,-1.396,9.094,-119.388,-0.025
-5342.36,1390.815,-1.397,8.401,-124.009,-0.024
-5342.321,1389.175,-1.397,7.566,-122.657,-0.023
-5342.195,1387.286,-1.4,7.748,-124.068,-0.051
-5342.101,1385.875,-1.403,7.585,-120.343,-0.071
-5342.032,1384.873,-1.406,7.172,-112.965,-0.086
-5341.986,1384.21,-1.408,6.592,-103.174,-0.096
-5342.251,1381.866,-1.409,2.893,-112.133,-0.09
-5342.327,1379.672,-1.411,1.692,-118.226,-0.091
-5342.395,1377.987,-1.412,0.74,-118.183,-0.092
-5342.764,1376.051,-1.412,-3.166,-120.737,-0.078
-5342.746,1374.082,-1.412,-2.516,-123.25,-0.068
-5342.647,1371.374,-1.413,-1.131,-133.006,-0.062
-5342.951,1368.979,-1.417,-4.091,-138.097,-0.089
-5342.904,1366.757,-1.418,-3.007,-140.664,-0.09
-5342.858,1365.088,-1.42,-2.09,-137.154,-0.091
-5343.127,1363.1,-1.421,-4.55,-137.453,-0.09
-5343.257,1361.355,-1.423,-5.221,-135.197,-0.099
-5343.36,1360.091,-1.425,-5.517,-128.334,-0.105
-5343.44,1359.229,-1.428,-5.523,-118.332,-0.109
-5343.499,1358.698,-1.43,-5.315,-106.395,-0.112
-5343.61,1356.603,-1.431,-5.684,-112.319,-0.11
-5343.854,1354.697,-1.433,-7.362,-115.415,-0.114
-5344.053,1353.257,-1.435,-8.32,-113.265,-0.116
-5344.183,1351.226,-1.435,-8.436,-117.517,-0.099
-5344.339,1349.307,-1.437,-8.808,-119.997,-0.099
-5344.575,1347.214,-1.438,-9.939,-123.895,-0.097
-5344.761,1345.626,-1.439,-10.393,-122.013,-0.095
-5345.125,1343.747,-1.44,-12.613,-123.417,-0.085
-5345.589,1341.829,-1.44,-15.532,-125.009,-0.076
-5345.962,1340.396,-1.441,-17.092,-121.38,-0.07
-5346.07,1338.514,-1.442,-15.689,-122.906,-0.069
-5346.471,1336.532,-1.444,-17.505,-125.228,-0.079
-5346.704,1334.505,-1.445,-17.331,-127.679,-0.074
-5346.731,1332.47,-1.446,-15.06,-129.857,-0.073
-5346.831,1330.567,-1.446,-13.875,-130.351,-0.064
-5347.073,1328.567,-1.446,-14.324,-131.772,-0.055
-5347.238,1326.615,-1.448,-13.918,-132.487,-0.064
-5347.123,1324.716,-1.448,-10.685,-132.548,-0.054
-5347.259,1322.753,-1.445,-10.519,-133.268,-0.023
-5347.358,1321.295,-1.443,-9.992,-128.678,0.001
-5347.326,1319.321,-1.445,-8.192,-130.075,-0.019
-5347.362,1317.206,-1.446,-7.352,-132.712,-0.026
-5347.379,1315.617,-1.447,-6.449,-129.56,-0.032
-5347.367,1313.165,-1.448,-5.377,-135.742,-0.031
-5347.347,1311.289,-1.448,-4.378,-135.092,-0.03
-5347.321,1309.91,-1.448,-3.472,-129.419,-0.03
-5346.968,1307.394,-1.447,0.68,-136.288,-0.012
-5346.663,1305.463,-1.446,3.721,-136.124,0
-5346.878,1303.081,-1.446,0.956,-140.633,-0.005
-5347.013,1300.658,-1.448,-0.577,-144.887,-0.016
-5347.129,1298.824,-1.449,-1.687,-142.46,-0.025
-5347.162,1295.941,-1.447,-1.773,-151.193,-0.009
-5347.499,1293.35,-1.447,-4.983,-155.631,-0.004
-5347.793,1290.673,-1.447,-7.276,-160.299,-0.006
-5348.075,1288.028,-1.444,-9.111,-163.95,0.024
-5348.303,1286.036,-1.442,-10.115,-160.345,0.046
-5348.498,1283.34,-1.439,-10.634,-164.527,0.06
-5348.586,1280.462,-1.44,-9.985,-169.959,0.051
-5348.646,1278.278,-1.44,-9.121,-167.439,0.043
-5348.817,1275.516,-1.438,-9.548,-171.256,0.054
-5348.948,1273.435,-1.436,-9.496,-167.493,0.061
-5349.045,1271.937,-1.435,-9.092,-158.275,0.067
-5349.311,1269.052,-1.436,-10.492,-164.696,0.039
-5349.522,1266.854,-1.438,-11.122,-163.109,0.018
-5349.639,1264.054,-1.44,-10.69,-167.943,-0.003
-5349.72,1261.935,-1.442,-9.96,-165.059,-0.018
-5349.834,1259.373,-1.442,-9.668,-167.156,-0.021
-5349.916,1257.459,-1.443,-9.081,-162.281,-0.023
-5349.969,1256.096,-1.443,-8.299,-152.442,-0.025
-5349.944,1253.255,-1.446,-6.817,-159.275,-0.044
-5349.91,1251.084,-1.448,-5.461,-158.2,-0.058
-5349.55,1248.313,-1.448,-0.954,-163.465,-0.054
-5349.236,1246.21,-1.449,2.411,-161.071,-0.051
-5348.97,1244.682,-1.449,4.805,-153.112,-0.048
-5349.03,1241.866,-1.449,3.471,-159.582,-0.038
-5349.089,1239.718,-1.449,2.353,-158.227,-0.03
-5349.019,1236.972,-1.45,2.732,-163.228,-0.04
-5348.985,1234.223,-1.453,2.679,-167.525,-0.055
-5348.96,1232.147,-1.455,2.538,-164.26,-0.066
-5349.083,1229.743,-1.454,0.901,-164.853,-0.052
-5349.191,1227.96,-1.454,-0.343,-158.954,-0.041
-5349.284,1226.706,-1.454,-1.248,-148.488,-0.033
-5349.416,1223.997,-1.454,-2.419,-154.542,-0.03
-5349.525,1221.932,-1.454,-3.192,-153.074,-0.027
-5349.314,1219.371,-1.457,-0.547,-156.922,-0.052
-5349.251,1216.994,-1.459,0.18,-158.317,-0.062
-5349.197,1215.223,-1.461,0.709,-153.262,-0.07
-5349.013,1212.832,-1.463,2.505,-155.339,-0.082
-5348.857,1211.044,-1.465,3.736,-150.903,-0.091
-5348.78,1208.549,-1.469,3.978,-154.393,-0.11
-5348.709,1206.206,-1.471,4.126,-155.814,-0.118
-5348.55,1204.016,-1.473,5.153,-155.437,-0.12
-5348.325,1201.871,-1.478,6.712,-154.666,-0.149
-5348.247,1199.664,-1.48,6.53,-154.637,-0.138
-5348.009,1197.508,-1.479,8.021,-154.088,-0.115
-5347.817,1195.922,-1.479,8.815,-147.76,-0.097
-5347.412,1193.919,-1.481,11.692,-146.65,-0.098
-5347.082,1192.451,-1.482,13.368,-140.194,-0.098
-5346.809,1190.17,-1.482,14.213,-143.055,-0.083
-5346.604,1188.343,-1.484,14.233,-140.825,-0.083
-5346.453,1187.017,-1.485,13.701,-133.765,-0.083
-5346.265,1185.301,-1.484,13.619,-131.76,-0.067
-5346.132,1183.528,-1.486,12.982,-130.629,-0.071
-5346.041,1182.231,-1.487,12.012,-124.773,-0.074
-5345.956,1180.566,-1.488,11.124,-123.564,-0.068
-5345.833,1178.998,-1.486,10.745,-121.531,-0.042
-5345.747,1177.862,-1.485,10.052,-115.359,-0.023
-5345.691,1177.087,-1.484,9.153,-106.365,-0.008
-5345.248,1175.52,-1.483,12.372,-106.86,0
-5344.967,1173.747,-1.482,13.437,-109.395,0.012
-5344.749,1172.411,-1.48,13.708,-107.064,0.021
-5343.853,1170.624,-1.479,20.913,-109.707,0.028
-5343.284,1169.089,-1.481,23.703,-109.379,0.008
-5342.638,1167.398,-1.483,26.866,-110.697,-0.011
-5342.229,1165.766,-1.485,27.126,-111.218,-0.026
-5341.924,1164.556,-1.486,26.275,-107.327,-0.038
-5341.192,1163.104,-1.486,29.944,-106.491,-0.026
-5340.404,1161.391,-1.485,33.656,-108.457,-0.021
-5339.782,1160.106,-1.485,35.104,-105.74,-0.017
-5339.539,1158.328,-1.483,32.446,-108.486,0.006
-5339.341,1156.356,-1.485,29.713,-112.842,-0.012
-5339.32,1154.514,-1.488,25.561,-115.202,-0.035
-5339.348,1153.129,-1.49,21.512,-112.518,-0.052
-5339.412,1152.135,-1.492,17.694,-106.21,-0.065
-5339.471,1150.375,-1.494,14.484,-108.709,-0.075
-5339.399,1148.645,-1.499,13.087,-110.532,-0.106
-5339.361,1147.347,-1.503,11.552,-107.631,-0.128
-5339.017,1145.631,-1.505,13.397,-109.469,-0.134
-5338.952,1143.919,-1.508,12.097,-110.992,-0.14
-5338.918,1142.639,-1.511,10.671,-107.852,-0.145
-5338.357,1140.914,-1.507,14.872,-109.748,-0.089
-5337.899,1139.62,-1.504,17.403,-106.93,-0.047
-5337.214,1138.041,-1.501,21.893,-107.453,-0.012
-5336.541,1136.481,-1.5,25.604,-107.712,0.001
-5336.004,1135.326,-1.499,27.362,-103.763,0.01
-5335.429,1133.909,-1.495,29.265,-103.093,0.044
-5335.021,1132.515,-1.495,29.163,-102.279,0.04
-5334.72,1131.494,-1.495,27.967,-97.746,0.037
-5334.487,1130.188,-1.493,26.257,-96.821,0.044
-5334.332,1129.233,-1.492,23.985,-92.417,0.048
-5334.242,1128.573,-1.491,21.385,-85.611,0.052
-5334.203,1128.158,-1.49,18.642,-77.293,0.054
-5334.203,1127.939,-1.489,15.9,-68.179,0.056
-5334.232,1127.874,-1.488,13.263,-58.826,0.057
-5334.674,1126.379,-1.49,6.763,-65.565,0.03
-5334.955,1124.853,-1.49,2.877,-71.628,0.024
-5335.384,1123.499,-1.491,-1.968,-75.04,0.009
-5336.021,1122.302,-1.491,-8.233,-76.329,0.01
-5336.62,1121.539,-1.491,-13.185,-72.956,0.011
-5337.203,1120.849,-1.49,-17.246,-69.328,0.014
-5337.582,1120.466,-1.49,-18.613,-63.078,0.017
-5337.953,1120.443,-1.49,-19.693,-54.036,0.01
-5338.13,1120.476,-1.49,-18.622,-45.748,0.009
-5338.304,1120.391,-1.491,-17.679,-39.895,0.002
-5338.296,1120.525,-1.492,-14.991,-32.653,-0.004
-5338.229,1120.716,-1.494,-12.094,-25.876,-0.023
-5338.224,1120.997,-1.493,-10.265,-19.186,-0.016
-5338.307,1121.272,-1.494,-9.613,-13.524,-0.017
-5338.326,1121.452,-1.494,-8.4,-9.684,-0.014
-5338.291,1121.623,-1.495,-6.797,-6.5,-0.026
-5338.167,1121.742,-1.494,-4.53,-4.326,-0.011
-5338.257,1121.971,-1.493,-4.788,-1.323,-0.004
-5338.037,1121.982,-1.493,-1.816,-1.019,-0.004
-5337.879,1122.071,-1.493,0.081,0.051,-0.003
-5337.858,1122.231,-1.493,0.284,1.683,0.002
-5337.84,1122.366,-1.492,0.422,2.824,0.006
-5337.677,1122.271,-1.492,2.042,1.436,0.01
-5337.679,1122.433,-1.492,1.724,2.888,0.011
-5337.558,1122.654,-1.493,2.714,4.74,0
-5337.482,1122.642,-1.493,3.094,3.917,0
-5337.616,1122.685,-1.492,1.258,3.786,0.007
-5337.673,1122.798,-1.493,0.491,4.395,-0.001
-5337.622,1122.863,-1.494,0.948,4.414,-0.011
-5337.446,1122.887,-1.494,2.614,4.014,-0.009
-5337.442,1122.621,-1.495,2.27,0.691,-0.024
-5337.45,1122.725,-1.495,1.858,1.652,-0.018
-5337.5,1122.641,-1.494,1.062,0.542,-0.008
-5337.514,1122.594,-1.495,0.768,-0.021,-0.014
-5337.527,1122.624,-1.495,0.518,0.298,-0.013
-5337.474,1122.749,-1.494,0.992,1.534,-0.001
-5337.55,1122.871,-1.494,0.065,2.574,0
-5337.432,1122.77,-1.494,1.271,1.153,0.004
-5337.503,1122.756,-1.492,0.346,0.836,0.015
-5337.416,1122.645,-1.493,1.194,-0.425,0.003
-5337.342,1122.55,-1.494,1.775,-1.341,-0.006
-5337.565,1122.514,-1.495,-0.782,-1.515,-0.007
-5337.628,1122.463,-1.493,-1.31,-1.819,0.004
-5337.566,1122.498,-1.493,-0.478,-1.188,0.009
-5337.583,1122.604,-1.492,-0.584,0.069,0.013
-5337.688,1122.7,-1.493,-1.576,1.057,0.007
-5337.528,1122.742,-1.492,0.297,1.331,0.009
-5337.595,1122.682,-1.493,-0.437,0.521,0.002
-5337.561,1122.733,-1.494,-0.017,0.967,-0.011
-5337.767,1122.68,-1.494,-2.134,0.272,-0.007
-5337.798,1122.586,-1.493,-2.147,-0.727,0.003
-5337.773,1122.625,-1.494,-1.574,-0.217,-0.004
-5337.823,1122.696,-1.494,-1.848,0.54,-0.008
-5337.672,1122.857,-1.494,-0.029,2.114,-0.007
-5337.646,1122.83,-1.495,0.249,1.532,-0.009
-5337.585,1122.854,-1.493,0.838,1.546,0.009
-5337.55,1122.621,-1.493,1.079,-1.08,0.01
-5337.665,1122.727,-1.493,-0.271,0.176,0.002
-5337.744,1122.605,-1.493,-1.045,-1.102,0.004
-5337.68,1122.716,-1.493,-0.231,0.198,0.007
-5337.702,1122.6,-1.492,-0.426,-1.029,0.015
-5337.687,1122.649,-1.493,-0.204,-0.368,0.006
-5337.806,1122.583,-1.492,-1.401,-0.999,0.007
-5337.794,1122.59,-1.492,-1.069,-0.778,0.01
-5337.75,1122.436,-1.493,-0.454,-2.251,-0.003
-5337.823,1122.433,-1.491,-1.147,-1.951,0.016
-5337.871,1122.37,-1.491,-1.465,-2.304,0.01
-5337.841,1122.241,-1.493,-0.942,-3.294,-0.005
-5337.951,1122.228,-1.492,-1.941,-2.947,0.001
-5337.917,1122.326,-1.49,-1.301,-1.509,0.021
-5337.761,1122.326,-1.49,0.491,-1.282,0.024
-5337.87,1122.513,-1.49,-0.701,0.827,0.014
-5337.812,1122.456,-1.489,-0.003,0.12,0.024
-5337.849,1122.516,-1.488,-0.378,0.72,0.032
-5337.746,1122.294,-1.488,0.736,-1.672,0.025
-5337.707,1122.368,-1.487,1.027,-0.66,0.031
-5337.569,1122.38,-1.488,2.3,-0.443,0.014
-5337.453,1122.391,-1.49,3.152,-0.265,0.001
-5337.468,1122.466,-1.492,2.539,0.551,-0.02
-5337.373,1122.424,-1.492,3.143,0.037,-0.024
-5337.485,1122.531,-1.491,1.522,1.128,-0.009
-5337.483,1122.608,-1.492,1.315,1.755,-0.013
-5337.55,1122.481,-1.492,0.441,0.194,-0.013
-5337.645,1122.539,-1.492,-0.598,0.761,-0.013
-5337.625,1122.572,-1.493,-0.305,0.986,-0.018
-5337.739,1122.571,-1.493,-1.438,0.837,-0.02
-5337.85,1122.516,-1.493,-2.374,0.141,-0.013
-5338.007,1122.557,-1.494,-3.638,0.548,-0.017
-5337.938,1122.527,-1.495,-2.393,0.154,-0.023
-5337.848,1122.589,-1.494,-1.112,0.775,-0.016
-5337.792,1122.599,-1.495,-0.375,0.758,-0.018
-5337.915,1122.568,-1.493,-1.585,0.327,-0.002
-5337.917,1122.499,-1.494,-1.377,-0.427,-0.005
-5337.813,1122.382,-1.494,-0.099,-1.573,-0.009
-5337.855,1122.411,-1.496,-0.525,-1.045,-0.023
-5337.938,1122.493,-1.495,-1.291,-0.041,-0.015
-5337.812,1122.622,-1.494,0.192,1.29,-0.003
-5337.713,1122.555,-1.493,1.179,0.409,0.01
-5337.653,1122.664,-1.493,1.631,1.47,0.006
-5337.648,1122.644,-1.493,1.439,1.05,0.006
-5337.646,1122.625,-1.493,1.242,0.699,0.007
-5337.704,1122.457,-1.492,0.474,-1.127,0.016
-5337.721,1122.684,-1.492,0.227,1.374,0.007
-5337.783,1122.864,-1.491,-0.449,3.027,0.019
-5337.688,1122.786,-1.492,0.594,1.774,0.008
-5337.804,1122.851,-1.493,-0.686,2.184,-0.006
-5337.94,1122.836,-1.494,-1.991,1.705,-0.008
-5338.021,1122.578,-1.493,-2.53,-1.2,-0.003
-5337.823,1122.621,-1.493,-0.113,-0.579,-0.002
-5337.787,1122.628,-1.493,0.268,-0.423,-0.002
-5337.755,1122.577,-1.494,0.559,-0.882,-0.005
-5337.837,1122.577,-1.493,-0.364,-0.754,0.003
-5337.7,1122.584,-1.493,1.102,-0.569,0.004
-5337.726,1122.604,-1.49,0.667,-0.282,0.025
-5337.646,1122.732,-1.49,1.396,1.076,0.029
-5337.668,1122.779,-1.489,0.963,1.401,0.027
-5337.68,1122.819,-1.49,0.697,1.613,0.017
-5337.679,1122.719,-1.49,0.608,0.338,0.011
-5337.689,1122.771,-1.49,0.415,0.824,0.011
-5337.748,1122.797,-1.491,-0.254,0.974,0.004
-5337.805,1122.557,-1.491,-0.803,-1.639,0.002
-5337.794,1122.469,-1.49,-0.572,-2.303,0.004
-5337.882,1122.508,-1.492,-1.396,-1.57,-0.012
-5337.891,1122.396,-1.494,-1.277,-2.484,-0.024
-5337.875,1122.223,-1.496,-0.928,-3.9,-0.041
-5337.99,1122.054,-1.498,-1.98,-5.07,-0.053
-5337.966,1121.851,-1.499,-1.442,-6.414,-0.059
-5338.258,1121.6,-1.501,-4.234,-8.051,-0.068
-5338.419,1121.178,-1.503,-5.268,-11.211,-0.076
-5338.549,1120.833,-1.505,-5.828,-13.114,-0.082
-5338.487,1120.479,-1.505,-4.339,-14.829,-0.076
