x,y,t,0.429,2.464,-0.002
-4198.849,467.507,1.666,0.363,-0.397,0.01
-4198.828,467.519,1.666,0.533,-0.213,0.013
-4198.85,467.464,1.665,0.224,-0.749,0
-4198.854,467.404,1.664,0.145,-1.261,-0.009
-4198.943,467.558,1.664,-0.792,0.508,-0.002
-4199.072,467.491,1.665,-1.998,-0.257,0.006
-4198.938,467.588,1.666,-0.332,0.785,0.015
-4198.983,467.691,1.667,-0.741,1.727,0.015
-4198.944,467.603,1.666,-0.229,0.573,0.011
-4198.812,467.397,1.668,1.162,-1.633,0.021
-4198.852,467.308,1.668,0.58,-2.309,0.017
-4198.8,467.289,1.668,1.03,-2.17,0.019
-4198.77,467.369,1.667,1.184,-1.026,0.009
-4198.692,467.402,1.667,1.809,-0.536,0.008
-4198.8,467.545,1.668,0.441,1.015,0.015
-4198.786,467.714,1.668,0.52,2.604,0.013
-4198.65,467.776,1.667,1.839,2.863,0
-4198.747,467.628,1.667,0.568,0.92,-0.004
-4198.602,467.664,1.667,1.98,1.15,-0.001
-4198.582,467.77,1.668,1.892,2.078,0.009
-4198.561,467.705,1.668,1.84,1.098,0.012
-4198.658,467.548,1.672,0.564,-0.682,0.045
-4198.444,467.002,1.674,2.684,-6.202,0.055
-4198.593,465.472,1.679,0.759,-21.039,0.1
-4198.791,463.199,1.683,-1.391,-41.342,0.127
-4199.04,460.366,1.686,-3.754,-64.429,0.135
-4199.277,456.983,1.687,-5.638,-89.778,0.124
-4199.53,453.73,1.687,-7.419,-110.068,0.107
-4199.836,450.09,1.686,-9.479,-131.352,0.082
-4200.28,446.422,1.684,-12.657,-149.788,0.047
-4200.628,442.709,1.683,-14.373,-165.99,0.03
-4201.015,439.384,1.681,-16.24,-175.809,0.007
-4201.479,436.241,1.679,-18.633,-182.304,-0.016
-4201.986,433.122,1.677,-21.115,-187.6,-0.032
-4202.599,430.149,1.675,-24.314,-190.626,-0.04
-4203.089,427.075,1.673,-25.784,-194.236,-0.056
-4203.449,424.18,1.674,-25.699,-195.47,-0.042
-4203.902,421.3,1.672,-26.585,-196.369,-0.055
-4204.191,418.523,1.672,-25.647,-196.077,-0.043
-4204.45,415.934,1.672,-24.547,-193.893,-0.043
-4204.527,413.189,1.672,-21.731,-193.643,-0.033
-4204.69,410.701,1.673,-20.208,-190.771,-0.019
-4204.904,408.114,1.672,-19.441,-189.356,-0.024
-4205.131,405.59,1.673,-18.913,-187.482,-0.015
-4205.291,402.987,1.673,-17.781,-186.709,-0.011
-4205.923,399.035,1.674,-21.672,-199.936,0.001
-4206.474,395.391,1.673,-24.155,-208.046,-0.012
-4207.073,391.901,1.672,-26.776,-213.381,-0.02
-4207.52,388.671,1.672,-27.434,-215.248,-0.015
-4207.909,385.446,1.672,-27.404,-216.79,-0.011
-4208.388,382.543,1.67,-28.307,-214.793,-0.023
-4208.806,379.582,1.671,-28.448,-213.692,-0.018
-4209.125,376.784,1.67,-27.543,-211.067,-0.022
-4209.417,374.193,1.671,-26.497,-206.699,-0.01
-4209.684,371.581,1.67,-25.353,-203.188,-0.014
-4209.877,369.256,1.67,-23.612,-197.242,-0.018
-4209.964,366.494,1.67,-21.042,-196.672,-0.011
-4210.266,363.982,1.671,-21.051,-193.612,0.003
-4210.487,361.345,1.671,-20.236,-192.28,0.002
-4210.846,358.972,1.671,-20.953,-188.434,-0.004
-4211.143,356.395,1.671,-20.92,-187.246,0
-4211.345,353.809,1.673,-19.927,-186.338,0.017
-4211.505,351.448,1.673,-18.643,-183.234,0.019
-4211.726,348.994,1.673,-18.177,-181.552,0.01
-4212,346.647,1.674,-18.33,-179.013,0.017
-4212.123,344.071,1.673,-16.894,-179.204,0.013
-4212.123,341.677,1.675,-14.408,-177.495,0.03
-4212.254,339.033,1.676,-13.645,-178.608,0.033
-4212.328,336.578,1.678,-12.392,-177.619,0.047
-4212.361,334.212,1.679,-10.914,-175.851,0.051
-4212.47,331.77,1.681,-10.427,-175.127,0.055
-4212.65,329.405,1.681,-10.751,-173.726,0.052
-4212.82,326.838,1.681,-10.917,-174.596,0.041
-4213.06,324.405,1.681,-11.782,-173.97,0.038
-4213.224,321.689,1.681,-11.742,-176.347,0.029
-4213.445,319.1,1.681,-12.294,-177.065,0.024
-4213.709,316.414,1.681,-13.201,-178.667,0.025
-4213.831,313.632,1.68,-12.513,-181.034,0.012
-4214.026,311.055,1.681,-12.679,-180.94,0.015
-4214.178,308.51,1.682,-12.381,-180.527,0.024
-4214.2,306.167,1.682,-10.788,-178.098,0.019
-4214.286,303.641,1.683,-10.087,-177.911,0.033
-4214.422,301.253,1.683,-10.001,-176.333,0.024
-4214.629,298.856,1.682,-10.664,-175.08,0.014
-4214.792,296.323,1.681,-10.767,-175.407,0.003
-4214.986,293.944,1.681,-11.189,-174.1,-0.003
-4215.132,291.333,1.681,-11.044,-175.379,-0.001
-4215.303,288.787,1.681,-11.181,-175.791,-0.004
-4215.476,286.032,1.679,-11.315,-178.304,-0.02
-4215.68,283.406,1.678,-11.752,-179.108,-0.023
-4215.921,280.765,1.677,-12.503,-179.956,-0.027
-4216.23,278.204,1.677,-13.846,-179.857,-0.027
-4216.29,275.623,1.677,-12.423,-179.978,-0.021
-4216.532,273.037,1.679,-13.095,-180.128,-0.005
-4216.667,270.689,1.681,-12.555,-177.814,0.018
-4216.824,268.08,1.682,-12.321,-178.526,0.026
-4216.763,265.689,1.683,-9.888,-176.883,0.035
-4216.946,263.192,1.683,-10.32,-176.572,0.029
-4217.121,260.728,1.683,-10.602,-175.97,0.019
-4217.252,258.212,1.683,-10.394,-175.994,0.019
-4217.463,255.489,1.684,-11.038,-178.144,0.024
-4217.678,252.868,1.684,-11.622,-178.927,0.022
-4217.775,250.261,1.684,-10.917,-179.447,0.014
-4217.85,247.519,1.683,-10.075,-181.284,0.006
-4218.267,244.946,1.683,-12.888,-181.113,0.007
-4218.683,242.442,1.682,-15.278,-180.252,-0.005
-4218.979,240.094,1.683,-16.081,-177.916,0.002
-4219.406,237.615,1.684,-18.106,-177.27,0.012
-4219.769,235.325,1.685,-19.181,-174.783,0.02
-4219.905,232.871,1.686,-17.765,-174.34,0.028
-4220.051,230.366,1.687,-16.655,-174.49,0.031
-4220.176,227.572,1.688,-15.488,-177.583,0.042
-4220.383,225.2,1.686,-15.341,-175.889,0.018
-4220.801,222.494,1.685,-17.393,-177.88,0.003
-4220.896,220.106,1.685,-15.807,-176.308,0.005
-4221.13,217.413,1.685,-15.898,-178.098,0
-4221.167,214.868,1.684,-13.938,-178.106,-0.012
-4221.44,212.399,1.684,-14.7,-177.325,-0.008
-4221.8,209.892,1.683,-16.245,-177.061,-0.013
-4221.989,207.383,1.683,-15.801,-176.848,-0.012
-4222.236,204.779,1.684,-16.02,-177.646,-0.003
-4222.422,202.254,1.684,-15.575,-177.521,0.002
-4222.577,199.793,1.685,-14.879,-176.743,0.01
-4222.894,197.256,1.685,-15.957,-176.864,0.004
-4223.134,195.006,1.685,-16.083,-174.019,0.008
-4223.004,191.868,1.685,-12.379,-180.728,0.003
-4223.015,188.783,1.685,-10.665,-185.913,0.006
-4223.04,185.856,1.685,-9.354,-188.7,0
-4223.104,182.838,1.686,-8.636,-192.017,0.01
-4223.152,180.151,1.686,-7.865,-191.439,0.015
-4223.24,177.596,1.686,-7.617,-189.594,0.012
-4223.341,174.632,1.686,-7.538,-192.223,0.011
-4223.609,171.993,1.687,-9.185,-191.123,0.018
-4223.856,169.193,1.688,-10.375,-191.841,0.021
-4224.082,166.434,1.686,-11.176,-192.025,-0.002
-4224.34,163.573,1.687,-12.195,-193.243,0.01
-4224.498,160.928,1.687,-12.024,-192.053,0.006
-4224.546,158.41,1.688,-10.747,-189.726,0.014
-4224.626,155.662,1.688,-9.99,-190.114,0.018
-4224.646,153.351,1.69,-8.721,-185.95,0.03
-4224.663,150.658,1.691,-7.618,-186.322,0.035
-4224.817,148.139,1.692,-8.086,-184.856,0.041
-4224.863,145.756,1.692,-7.373,-182.196,0.035
-4225.07,143.339,1.692,-8.418,-180.282,0.034
-4225.285,140.877,1.692,-9.394,-179.122,0.025
-4225.439,138.302,1.692,-9.597,-179.282,0.024
-4225.64,135.797,1.692,-10.256,-178.706,0.02
-4225.622,133.099,1.692,-8.56,-180.197,0.01
-4225.818,130.488,1.691,-9.318,-180.581,0.002
-4225.711,127.843,1.691,-6.847,-181.248,0.006
-4225.746,125.369,1.691,-6.195,-180.067,0.005
-4225.637,122.666,1.693,-4.17,-181.404,0.021
-4225.521,120.009,1.693,-2.355,-182.085,0.016
-4225.536,117.608,1.694,-2.169,-180.025,0.026
-4230.441,108.207,1.682,-52.346,-250.328,-0.088
-4234.637,99.95,1.673,-87.838,-298.512,-0.165
-4237.991,92.519,1.664,-109.449,-331.116,-0.22
-4240.766,86.071,1.659,-121.926,-348.801,-0.236
-4242.932,80.524,1.656,-126.293,-354.607,-0.232
-4244.577,75.442,1.654,-124.649,-354.773,-0.209
-4245.822,71.141,1.654,-119.137,-346.872,-0.183
-4246.752,67.193,1.656,-111.192,-336.506,-0.135
-4247.308,63.872,1.66,-100.559,-321.201,-0.082
-4247.683,60.79,1.662,-89.636,-305.689,-0.05
-4247.863,58.077,1.666,-78.304,-288.669,-0.008
-4247.93,55.56,1.67,-67.48,-272.122,0.029
-4247.838,53.405,1.674,-56.606,-254.291,0.064
-4247.813,51.225,1.678,-48.029,-239.335,0.092
-4247.636,49.062,1.682,-39.143,-226.404,0.124
-4247.663,46.664,1.686,-33.656,-217.788,0.145
-4247.418,44.261,1.689,-26.189,-210.504,0.149
-4247.287,41.998,1.69,-20.982,-202.838,0.134
-4247.078,39.589,1.692,-15.748,-197.809,0.138
-4247.026,37.325,1.693,-12.899,-192.02,0.123
-4246.952,34.89,1.692,-10.242,-188.852,0.102
-4246.876,32.523,1.693,-7.953,-185.447,0.093
-4246.901,30.033,1.693,-7.039,-183.805,0.083
-4246.918,27.619,1.694,-6.179,-181.631,0.08
-4247.053,25.158,1.696,-6.659,-180.251,0.079
-4247.167,22.778,1.697,-6.848,-178.241,0.079
-4247.369,20.476,1.697,-7.926,-175.725,0.071
-4247.46,18.125,1.698,-7.702,-174.084,0.066
-4247.482,15.717,1.698,-6.79,-173.273,0.059
-4247.607,13.263,1.698,-7.079,-173.052,0.049
-4247.604,10.851,1.698,-6.008,-172.435,0.044
-4247.644,8.18,1.698,-5.532,-174.578,0.034
-4247.617,5.566,1.696,-4.444,-175.811,0.016
-4247.655,2.935,1.697,-4.183,-177.034,0.018
-4247.628,0.362,1.697,-3.291,-177.486,0.014
-4247.717,-2.239,1.696,-3.721,-178.167,0.001
-4247.895,-4.828,1.695,-5.002,-178.613,-0.005
-4248.137,-7.575,1.696,-6.761,-180.623,0.004
-4248.358,-10.352,1.696,-8.042,-182.646,0.009
-4248.667,-13.125,1.697,-10.042,-184.339,0.009
-4248.949,-15.925,1.697,-11.466,-186.047,0.016
-4249.124,-18.62,1.698,-11.585,-186.434,0.016
-4249.342,-21.23,1.698,-12.121,-185.888,0.016
-4249.38,-23.883,1.698,-10.731,-185.855,0.01
-4249.407,-26.327,1.698,-9.428,-183.69,0.016
-4249.391,-28.986,1.699,-7.884,-184.047,0.024
-4249.313,-31.56,1.7,-5.923,-183.477,0.023
-4249.318,-34.106,1.699,-5.1,-182.703,0.012
-4249.331,-36.752,1.699,-4.477,-183.074,0.015
-4249.493,-39.192,1.701,-5.494,-181.269,0.029
-4249.689,-41.702,1.702,-6.705,-180.449,0.035
-4249.798,-44.262,1.702,-6.843,-180.262,0.026
-4249.853,-46.814,1.702,-6.392,-180.03,0.023
-4250.06,-49.197,1.702,-7.586,-178.083,0.022
-4250.108,-51.703,1.702,-6.97,-177.688,0.021
-4250.072,-54.38,1.702,-5.576,-179.114,0.014
-4249.991,-57.024,1.702,-3.914,-179.997,0.016
-4249.914,-59.652,1.703,-2.548,-180.578,0.021
-4249.883,-62.144,1.704,-1.856,-179.676,0.024
-4249.837,-64.666,1.704,-1.109,-179.219,0.022
-4249.854,-67.078,1.704,-1.124,-177.692,0.018
-4249.96,-69.462,1.705,-2.054,-176.099,0.023
-4250.09,-71.929,1.706,-3.088,-175.596,0.032
-4250.265,-74.495,1.707,-4.428,-176.189,0.04
-4250.393,-77.086,1.708,-5.092,-176.945,0.036
-4250.623,-79.829,1.707,-6.713,-179.163,0.024
-4250.778,-82.432,1.707,-7.326,-179.617,0.026
-4251.03,-85.1,1.706,-8.84,-180.664,0.011
-4251.051,-87.726,1.705,-7.758,-181.131,-0.004
-4251.034,-90.266,1.704,-6.445,-180.638,-0.013
-4251.08,-93.131,1.704,-5.962,-183.57,-0.013
-4251.064,-95.852,1.705,-4.924,-184.586,-0.001
-4251.047,-98.552,1.705,-4.026,-185.234,0.008
-4251.055,-101.005,1.707,-3.514,-183.24,0.025
-4251.022,-103.541,1.708,-2.66,-182.403,0.029
-4251.086,-106.063,1.708,-2.931,-181.54,0.02
-4251.185,-108.553,1.706,-3.516,-180.478,0.002
-4251.272,-111.17,1.705,-3.896,-180.869,-0.007
-4251.223,-113.756,1.705,-2.816,-180.892,-0.012
-4251.244,-116.428,1.704,-2.617,-181.803,-0.019
-4251.257,-118.989,1.703,-2.374,-181.424,-0.021
-4251.323,-121.492,1.703,-2.699,-180.516,-0.022
-4251.459,-123.92,1.703,-3.704,-178.963,-0.016
-4251.531,-126.327,1.703,-3.896,-177.422,-0.015
-4251.612,-128.725,1.703,-4.163,-176.018,-0.01
-4251.656,-131.117,1.702,-4.003,-174.753,-0.016
-4251.763,-133.559,1.704,-4.51,-174.197,-0.001
-4251.85,-135.918,1.703,-4.739,-172.862,-0.012
-4251.925,-138.32,1.704,-4.821,-172.166,0.003
-4251.999,-140.819,1.704,-4.867,-172.566,0.007
-4252.202,-143.176,1.704,-6.246,-171.453,0.003
-4252.449,-145.682,1.706,-7.874,-172.04,0.02
-4252.599,-148.136,1.706,-8.257,-172.006,0.014
-4252.827,-150.781,1.705,-9.386,-173.931,0.004
-4252.99,-153.422,1.705,-9.693,-175.543,0.01
-4253.057,-155.945,1.705,-8.955,-175.697,0.008
-4253.125,-158.436,1.705,-8.329,-175.509,0.001
-4253.244,-160.813,1.705,-8.332,-174.161,0.006
-4253.318,-163.267,1.705,-7.877,-173.809,0.005
-4253.465,-165.706,1.706,-8.223,-173.364,0.013
-4253.674,-168.229,1.708,-9.168,-173.833,0.025
-4253.85,-170.683,1.708,-9.628,-173.536,0.026
-4254.004,-173.142,1.709,-9.806,-173.33,0.031
-4254.098,-175.705,1.709,-9.331,-174.224,0.024
-4254.213,-178.139,1.708,-9.143,-173.658,0.011
-4254.258,-180.807,1.71,-8.257,-175.584,0.026
-4254.232,-183.369,1.711,-6.783,-176.135,0.036
-4254.285,-185.902,1.712,-6.328,-176.309,0.041
-4254.487,-188.456,1.712,-7.473,-176.676,0.037
-4254.567,-191.001,1.713,-7.198,-176.889,0.042
-4254.819,-193.469,1.712,-8.733,-176.286,0.025
-4255.09,-196.001,1.713,-10.243,-176.424,0.026
-4255.228,-198.397,1.714,-10.15,-175.145,0.029
-4255.389,-200.917,1.716,-10.316,-175.329,0.044
-4255.572,-203.264,1.717,-10.687,-173.701,0.051
-4255.534,-205.874,1.717,-8.725,-175.025,0.045
-4255.559,-208.345,1.718,-7.695,-174.727,0.042
-4255.616,-210.922,1.718,-7.149,-175.559,0.037
-4255.666,-213.448,1.717,-6.609,-175.747,0.027
-4255.701,-215.823,1.717,-6.005,-174.349,0.017
-4255.737,-218.349,1.718,-5.487,-174.708,0.026
-4255.779,-221.178,1.718,-5.121,-178.144,0.026
-4255.843,-223.94,1.717,-5.024,-180.376,0.009
-4255.993,-226.769,1.716,-5.825,-182.969,0.001
-4256.149,-229.593,1.716,-6.576,-185.139,0.003
-4256.461,-232.38,1.716,-8.818,-186.6,0
-4256.654,-235.113,1.716,-9.514,-187.291,0.002
-4256.856,-237.836,1.717,-10.193,-187.785,0.011
-4257.08,-240.456,1.716,-11,-187.134,-0.006
-4257.204,-243.162,1.714,-10.653,-187.468,-0.017
-4257.307,-245.827,1.714,-10.149,-187.334,-0.017
-4257.362,-248.375,1.715,-9.225,-186.013,-0.007
-4262.442,-257.419,1.716,-60.169,-251.764,0.005
-4266.627,-265.411,1.718,-94.398,-297.009,0.019
-4270.275,-272.434,1.718,-118.072,-325.63,0.023
-4273.174,-278.714,1.72,-130.55,-342.395,0.033
-4275.63,-283.947,1.72,-136.633,-345.911,0.029
-4277.487,-288.689,1.72,-135.655,-343.859,0.026
-4278.729,-292.846,1.721,-128.495,-336.081,0.03
-4279.688,-296.657,1.721,-119.472,-325.891,0.025
-4280.322,-299.634,1.72,-108.424,-308.609,0.014
-4280.679,-302.695,1.721,-96.156,-294.729,0.023
-4280.78,-305.361,1.721,-83.058,-278.835,0.023
-4280.876,-307.888,1.722,-71.832,-263.844,0.029
-4280.748,-310.086,1.723,-59.939,-247.671,0.033
-4280.572,-312.322,1.724,-49.322,-234.257,0.035
-4280.3,-314.406,1.725,-39.268,-221.269,0.036
-4279.997,-316.492,1.725,-30.372,-210.198,0.029
-4279.664,-318.588,1.725,-22.474,-200.859,0.03
-4279.356,-320.842,1.725,-15.996,-194.531,0.025
-4279.182,-323.051,1.725,-11.857,-188.654,0.018
-4278.961,-325.406,1.725,-7.833,-185.154,0.015
-4278.891,-327.653,1.723,-5.957,-181.057,-0.005
-4278.796,-330.123,1.722,-4.116,-179.861,-0.015
-4278.756,-332.342,1.721,-3.093,-176.256,-0.022
-4278.609,-334.693,1.722,-1.126,-174.529,-0.01
-4278.565,-336.982,1.721,-0.507,-172.434,-0.011
-4278.461,-339.279,1.722,0.64,-170.715,-0.006
-4278.472,-341.585,1.722,0.437,-169.354,0.002
-4278.455,-344.072,1.722,0.542,-170.045,0
-4278.573,-346.442,1.723,-0.75,-169.441,0.008
-4278.518,-349.141,1.724,-0.074,-172.305,0.011
-4278.453,-351.837,1.723,0.609,-174.723,0.005
-4278.305,-354.491,1.722,2.037,-176.34,-0.007
-4278.19,-356.954,1.721,2.923,-175.762,-0.017
-4278.08,-359.535,1.72,3.626,-176.489,-0.023
-4278.009,-362.231,1.719,3.82,-178.286,-0.027
-4278.028,-364.823,1.719,3.067,-178.753,-0.025
-4278.107,-367.514,1.721,1.798,-180.164,-0.005
-4278.141,-370.094,1.722,1.185,-180.227,0.014
-4278.172,-372.647,1.723,0.697,-180.01,0.02
-4278.198,-375.14,1.724,0.323,-179.199,0.025
-4278.275,-377.628,1.723,-0.518,-178.451,0.01
-4278.271,-380.162,1.723,-0.397,-178.301,0.012
-4278.163,-382.772,1.723,0.775,-178.951,0.011
-4278.202,-385.15,1.724,0.255,-177.114,0.012
-4277.958,-387.794,1.724,2.727,-178.278,0.016
-4277.848,-390.447,1.724,3.458,-179.379,0.009
-4277.779,-393.041,1.724,3.666,-179.694,0.012
-4277.714,-395.696,1.726,3.796,-180.602,0.023
-4277.562,-398.382,1.726,4.794,-181.69,0.025
-4277.516,-400.856,1.726,4.565,-180.442,0.021
-4277.691,-403.322,1.726,2.098,-179.293,0.016
-4277.722,-405.805,1.726,1.465,-178.485,0.013
-4277.688,-408.305,1.729,1.601,-177.97,0.038
-4277.759,-410.905,1.729,0.638,-178.569,0.038
-4277.728,-413.551,1.729,0.862,-179.548,0.033
-4277.837,-416.066,1.73,-0.392,-179.026,0.032
-4277.837,-418.868,1.733,-0.336,-181.548,0.056
-4277.859,-422.248,1.739,-0.513,-189.646,0.109
-4277.924,-426.265,1.747,-1.104,-203.108,0.172
-4277.956,-430.792,1.753,-1.268,-219.841,0.199
-4277.887,-435.994,1.754,-0.37,-241.061,0.18
-4277.671,-441.684,1.753,1.903,-264.186,0.143
-4277.36,-447.678,1.749,4.825,-287.041,0.087
-4277.108,-453.669,1.743,6.717,-306.5,0.019
-4276.936,-459.521,1.739,7.501,-321.672,-0.026
-4276.738,-465.246,1.735,8.432,-333.299,-0.056
-4276.673,-471.063,1.733,7.86,-344.161,-0.072
-4276.381,-476.81,1.73,9.709,-352.712,-0.084
-4276.344,-482.371,1.728,8.668,-358.087,-0.098
-4276.221,-487.92,1.726,8.66,-362.553,-0.101
-4276.255,-493.387,1.725,7.03,-365.517,-0.095
-4276.254,-498.74,1.725,6.005,-366.866,-0.078
-4276.332,-503.881,1.725,4.324,-365.838,-0.064
-4276.313,-509.098,1.726,3.879,-365.742,-0.05
-4276.467,-514.261,1.727,1.726,-365.103,-0.036
-4276.592,-519.558,1.726,0.188,-365.94,-0.032
-4276.781,-524.839,1.726,-1.79,-366.492,-0.028
-4276.977,-529.99,1.728,-3.541,-365.619,-0.008
-4277.302,-535.071,1.729,-6.372,-364.153,0.003
-4277.459,-540.121,1.729,-7.046,-362.593,0.006
-4277.562,-545.092,1.73,-7.071,-360.436,0.009
-4277.668,-550.079,1.73,-7.129,-358.765,0.008
-4277.967,-555.199,1.731,-9.15,-358.72,0.022
-4278.194,-560.179,1.732,-10.142,-357.224,0.028
-4278.406,-565.125,1.733,-10.832,-355.604,0.029
-4278.639,-570.21,1.734,-11.643,-355.657,0.032
-4278.822,-574.929,1.735,-11.814,-351.934,0.038
-4278.89,-580.036,1.735,-10.773,-352.753,0.037
-4279.184,-584.929,1.736,-12.214,-351.248,0.036
-4279.355,-589.865,1.735,-12.186,-350.401,0.026
-4279.665,-594.98,1.735,-13.576,-351.528,0.016
-4280.019,-599.911,1.735,-15.222,-350.593,0.017
-4280.268,-606.212,1.736,-15.546,-363.901,0.021
-4280.599,-612.484,1.737,-16.669,-374.95,0.034
-4280.988,-618.506,1.738,-18.23,-381.8,0.039
-4281.241,-624.16,1.738,-18.153,-383.86,0.03
-4281.415,-629.714,1.739,-17.265,-384.578,0.03
-4281.613,-635.238,1.739,-16.771,-384.894,0.027
-4281.856,-640.647,1.739,-16.813,-383.97,0.024
-4281.943,-645.958,1.739,-15.235,-382.17,0.025
-4282.1,-651.255,1.741,-14.6,-380.5,0.036
-4282.298,-656.436,1.742,-14.494,-377.879,0.043
-4282.523,-661.535,1.742,-14.68,-374.8,0.04
-4282.56,-666.578,1.743,-12.897,-371.59,0.036
-4282.542,-671.776,1.742,-10.816,-370.461,0.028
-4282.666,-676.91,1.743,-10.501,-368.83,0.025
-4282.901,-681.992,1.744,-11.379,-366.903,0.035
-4282.886,-686.973,1.746,-9.553,-364.225,0.051
-4282.881,-691.84,1.746,-8.103,-360.76,0.046
-4283.013,-696.572,1.746,-8.261,-356.414,0.04
-4283.012,-701.435,1.746,-7.042,-354.065,0.032
-4283.151,-706.565,1.746,-7.431,-354.805,0.029
-4283.238,-711.646,1.747,-7.242,-354.934,0.034
-4283.456,-716.674,1.748,-8.419,-354.492,0.038
-4283.646,-721.863,1.751,-9.138,-355.778,0.059
-4283.919,-726.975,1.752,-10.604,-356.087,0.058
-4284.183,-732.249,1.751,-11.755,-358.004,0.038
-4284.753,-737.366,1.752,-15.896,-358.034,0.04
-4285.256,-742.573,1.752,-18.735,-358.983,0.036
-4285.799,-748.054,1.752,-21.572,-362.618,0.038
-4286.467,-753.29,1.753,-25.28,-363.192,0.035
-4287.21,-758.583,1.753,-29.209,-364.27,0.029
-4287.825,-763.776,1.752,-31.242,-364.156,0.02
-4288.545,-768.83,1.752,-34.066,-362.628,0.011
-4289.262,-773.91,1.751,-36.435,-361.6,0.003
-4290.312,-778.993,1.75,-41.887,-360.748,-0.004
-4291.285,-784.104,1.751,-45.743,-360.307,0.006
-4292.28,-789.273,1.75,-49.253,-360.528,-0.005
-4293.422,-794.605,1.751,-53.775,-362.403,0
-4294.41,-799.766,1.752,-56.03,-362.234,0.015
-4295.215,-804.561,1.754,-56.083,-358.326,0.03
-4296.089,-809.495,1.756,-56.826,-356.414,0.048
-4296.901,-814.481,1.757,-56.836,-355.336,0.045
-4297.61,-819.602,1.757,-55.776,-355.792,0.039
-4298.347,-824.643,1.757,-55.156,-355.366,0.035
-4298.981,-829.635,1.757,-53.577,-354.49,0.033
-4299.557,-834.545,1.758,-51.618,-352.906,0.037
-4300.114,-839.518,1.76,-49.768,-352.202,0.046
-4300.542,-844.479,1.761,-46.858,-351.471,0.054
-4300.896,-849.549,1.761,-43.603,-351.981,0.041
-4301.37,-854.819,1.762,-42.067,-354.47,0.045
-4301.708,-859.955,1.762,-39.37,-355.21,0.037
-4302.004,-865.209,1.762,-36.619,-357.059,0.032
-4302.133,-870.503,1.762,-32.564,-359.045,0.028
-4302.224,-875.751,1.762,-28.708,-360.274,0.023
-4302.203,-880.944,1.761,-24.269,-360.744,0.011
-4302.201,-886.125,1.761,-20.679,-361.023,0.01
-4302.121,-891.214,1.761,-16.821,-360.325,0.008
-4301.913,-896.438,1.762,-12.2,-361.107,0.015
-4301.635,-901.66,1.762,-7.55,-361.761,0.017
-4301.471,-906.837,1.763,-4.748,-361.851,0.025
-4301.327,-911.944,1.762,-2.567,-361.217,0.014
-4301.097,-917.107,1.762,0.182,-361.245,0.011
-4300.876,-922.275,1.763,2.423,-361.315,0.015
-4300.764,-927.487,1.763,3.225,-361.836,0.014
-4300.739,-932.639,1.763,3.003,-361.662,0.009
-4300.518,-937.746,1.763,4.837,-361.044,0.012
-4300.521,-942.883,1.764,4.103,-360.831,0.017
-4300.351,-948.017,1.764,5.247,-360.622,0.013
-4300.18,-953.056,1.764,6.227,-359.463,0.016
-4300.074,-958.087,1.764,6.412,-358.383,0.015
-4300.104,-963.248,1.765,5.161,-358.814,0.014
-4300.074,-968.465,1.765,4.705,-359.75,0.013
-4300.011,-973.704,1.764,4.657,-360.777,0.005
-4299.865,-979.042,1.763,5.475,-362.667,-0.003
-4299.931,-984.42,1.764,4,-364.703,0.001
-4299.924,-989.726,1.763,3.479,-365.681,-0.004
-4300.024,-995.051,1.764,1.936,-366.722,0.001
-4300.006,-1000.335,1.764,1.836,-367.189,0.002
-4300.136,-1005.583,1.765,0.228,-367.22,0.016
-4300.278,-1010.821,1.766,-1.269,-367.135,0.025
-4300.481,-1016.017,1.768,-3.171,-366.631,0.033
-4300.526,-1021.253,1.767,-3.169,-366.615,0.026
-4300.689,-1026.449,1.768,-4.378,-366.19,0.023
-4300.926,-1031.551,1.768,-6.17,-364.853,0.025
-4301.008,-1036.841,1.769,-6.108,-365.659,0.026
-4301.184,-1042.126,1.768,-7.019,-366.286,0.017
-4301.288,-1047.4,1.768,-7.063,-366.718,0.015
-4301.246,-1052.715,1.768,-5.588,-367.497,0.015
-4301.171,-1057.901,1.769,-4,-366.843,0.021
-4301.054,-1063.18,1.768,-2.205,-367.233,0.01
-4300.938,-1068.378,1.769,-0.691,-366.745,0.016
-4300.761,-1073.604,1.77,1.242,-366.606,0.019
-4300.669,-1078.941,1.768,1.998,-367.633,0.005
-4300.76,-1084.166,1.768,0.775,-367.358,-0.003
-4300.663,-1089.523,1.767,1.662,-368.482,-0.005
-4300.426,-1094.95,1.767,3.847,-370.15,-0.011
-4300.443,-1100.22,1.766,3.114,-369.972,-0.014
-4300.413,-1105.59,1.767,2.961,-370.842,-0.005
-4300.425,-1110.859,1.767,2.4,-370.547,-0.007
-4300.53,-1116.027,1.766,0.971,-369.251,-0.008
-4300.42,-1121.31,1.766,1.954,-369.336,-0.015
-4300.516,-1126.618,1.766,0.681,-369.659,-0.012
-4300.625,-1131.865,1.766,-0.543,-369.312,-0.006
-4300.632,-1137.191,1.767,-0.533,-369.826,0.003
-4300.705,-1142.366,1.768,-1.207,-368.722,0.01
-4300.755,-1147.535,1.768,-1.541,-367.707,0.006
-4300.718,-1152.733,1.77,-0.935,-367.14,0.028
-4300.718,-1157.804,1.771,-0.795,-365.346,0.031
-4300.691,-1162.936,1.772,-0.407,-364.449,0.034
-4300.621,-1168.146,1.772,0.383,-364.482,0.038
