x,y,t,0.429,2.464,-0.002
-4300.468,-1173.383,1.772,1.9,-364.801,0.028
-4300.279,-1178.564,1.772,3.565,-364.488,0.023
-4300.11,-1183.742,1.773,4.777,-364.189,0.034
-4299.856,-1188.869,1.774,6.688,-363.402,0.033
-4299.688,-1194.039,1.775,7.441,-363.187,0.038
-4299.536,-1199.426,1.774,7.91,-365.231,0.027
-4299.397,-1204.801,1.776,8.177,-366.854,0.04
-4299.422,-1210.115,1.777,6.713,-367.602,0.041
-4299.447,-1215.309,1.776,5.465,-367.013,0.026
-4299.484,-1220.523,1.776,4.283,-366.71,0.02
-4299.43,-1225.687,1.777,4.218,-365.943,0.026
-4299.44,-1230.858,1.776,3.484,-365.362,0.015
-4299.292,-1236.135,1.776,4.499,-365.952,0.01
-4299.155,-1241.428,1.776,5.246,-366.624,0.012
-4299.068,-1246.785,1.777,5.374,-367.853,0.018
-4298.981,-1252.061,1.778,5.475,-368.07,0.024
-4298.823,-1257.228,1.779,6.297,-367.13,0.031
-4298.689,-1262.377,1.779,6.754,-366.146,0.032
-4298.583,-1267.581,1.779,6.857,-365.869,0.028
-4298.422,-1272.965,1.78,7.502,-367.494,0.031
-4298.317,-1278.304,1.78,7.476,-368.403,0.029
-4298.292,-1283.629,1.781,6.635,-369.045,0.031
-4298.201,-1288.799,1.78,6.593,-367.995,0.015
-4298.182,-1294.006,1.78,5.825,-367.478,0.013
-4298.155,-1299.155,1.779,5.247,-366.442,0.001
-4298.05,-1304.295,1.779,5.549,-365.464,0.003
-4297.931,-1309.517,1.779,5.963,-365.474,0.004
-4297.765,-1314.739,1.78,6.8,-365.488,0.011
-4297.563,-1319.953,1.78,7.875,-365.416,0.014
-4297.345,-1325.181,1.78,8.962,-365.497,0.01
-4297.081,-1330.418,1.78,10.36,-365.651,0.01
-4296.931,-1335.628,1.78,10.378,-365.509,0.004
-4296.616,-1340.994,1.781,12.094,-366.997,0.012
-4296.539,-1346.37,1.781,11.109,-368.375,0.015
-4296.583,-1351.679,1.781,9.028,-368.847,0.014
-4296.584,-1357.006,1.781,7.68,-369.449,0.009
-4296.571,-1362.2,1.78,6.686,-368.579,-0.008
-4296.547,-1367.434,1.779,5.953,-368.26,-0.011
-4296.371,-1372.592,1.78,6.896,-367.196,0.001
-4296.275,-1377.856,1.781,6.866,-367.388,0.013
-4296.215,-1383.059,1.783,6.467,-366.921,0.03
-4296.148,-1388.314,1.785,6.207,-367.063,0.04
-4296.031,-1393.549,1.785,6.503,-366.964,0.03
-4295.915,-1398.895,1.784,6.741,-368.03,0.024
-4295.682,-1404.296,1.785,8.145,-369.512,0.024
-4295.587,-1409.492,1.786,7.924,-368.66,0.031
-4295.319,-1414.773,1.787,9.519,-368.807,0.038
-4295.287,-1419.908,1.787,8.454,-367.431,0.029
-4295.307,-1425.24,1.786,6.998,-368.289,0.016
-4295.257,-1430.547,1.785,6.483,-368.758,0.009
-4295.104,-1435.883,1.785,7.105,-369.462,0.005
-4295.05,-1441.109,1.786,6.619,-368.925,0.012
-4294.859,-1446.494,1.787,7.607,-370.099,0.017
-4294.726,-1451.834,1.788,7.86,-370.646,0.028
-4294.519,-1457.173,1.789,8.84,-371.101,0.037
-4294.297,-1462.531,1.79,9.824,-371.685,0.043
-4293.953,-1467.957,1.791,11.92,-372.88,0.04
-4293.797,-1473.293,1.79,11.768,-372.969,0.029
-4293.554,-1478.637,1.791,12.543,-373.134,0.03
-4293.458,-1484.079,1.79,11.688,-374.283,0.02
-4293.376,-1489.241,1.79,10.815,-372.378,0.018
-4293.301,-1494.485,1.79,9.992,-371.597,0.012
-4293.106,-1499.826,1.791,10.529,-371.938,0.023
-4292.945,-1505.067,1.792,10.636,-371.192,0.027
-4292.811,-1510.436,1.792,10.457,-371.874,0.025
-4292.615,-1515.654,1.793,10.934,-370.901,0.024
-4292.372,-1521.004,1.793,11.829,-371.429,0.028
-4292.007,-1526.286,1.793,13.848,-371.183,0.023
-4291.663,-1531.455,1.792,15.35,-369.803,0.009
-4291.443,-1539.396,1.791,15.358,-397.165,-0.008
-4291.334,-1546.981,1.789,14.226,-416.841,-0.022
-4291.021,-1554.188,1.789,15.359,-429.738,-0.019
-4290.705,-1561.126,1.788,16.348,-437.958,-0.024
-4290.579,-1567.614,1.788,15.247,-440.341,-0.02
-4290.31,-1573.784,1.788,15.773,-439.096,-0.019
-4290.223,-1579.753,1.787,14.342,-435.975,-0.024
-4290.209,-1585.387,1.788,12.372,-429.859,-0.012
-4289.914,-1590.989,1.787,13.602,-424.309,-0.023
-4289.733,-1596.44,1.788,13.46,-418.026,-0.007
-4289.63,-1601.848,1.789,12.534,-412.222,0.005
-4289.53,-1607.08,1.79,11.722,-405.459,0.014
-4289.343,-1612.242,1.791,11.93,-398.965,0.016
-4289.282,-1617.096,1.791,10.805,-390.266,0.015
-4289.29,-1621.806,1.789,9.132,-381.36,-0.007
-4289.24,-1626.089,1.783,8.298,-369.359,-0.062
-4289.201,-1629.531,1.772,7.48,-350.475,-0.155
-4289.149,-1631.946,1.757,6.917,-323.791,-0.267
-4289.223,-1633.079,1.745,5.138,-287.846,-0.337
-4289.438,-1633.164,1.738,2.163,-246.387,-0.349
-4289.628,-1632.262,1.737,-0.11,-200.866,-0.313
-4289.753,-1630.646,1.738,-1.377,-154.682,-0.257
-4289.959,-1628.691,1.743,-3.295,-111.808,-0.175
-4290.072,-1626.571,1.752,-3.968,-73.546,-0.067
-4290.175,-1624.535,1.762,-4.447,-41.77,0.041
-4290.255,-1622.504,1.776,-4.619,-14.719,0.166
-4290.163,-1620.639,1.785,-2.993,6.644,0.235
-4290.228,-1619.11,1.793,-3.22,21.408,0.273
-4290.272,-1617.802,1.799,-3.204,31.732,0.289
-4290.273,-1616.803,1.803,-2.738,37.35,0.295
-4290.295,-1615.9,1.808,-2.565,41.153,0.293
-4290.394,-1615.377,1.811,-3.208,40.484,0.28
-4290.382,-1614.765,1.813,-2.609,40.827,0.257
-4290.35,-1614.453,1.814,-1.893,38.035,0.229
-4290.354,-1614.211,1.813,-1.652,34.937,0.188
-4290.281,-1614.079,1.813,-0.67,31.149,0.158
-4290.237,-1613.939,1.813,-0.114,28.015,0.136
-4290.298,-1613.827,1.812,-0.729,25.043,0.104
-4290.295,-1613.812,1.811,-0.585,21.519,0.077
-4290.362,-1613.485,1.81,-1.191,21.719,0.057
-4290.471,-1612.777,1.806,-2.134,25.815,0.017
-4290.617,-1611.436,1.802,-3.326,35.826,-0.032
-4290.926,-1609.661,1.797,-6.021,48.822,-0.068
-4291.218,-1607.348,1.794,-8.141,65.459,-0.088
-4291.545,-1604.704,1.793,-10.31,83.05,-0.085
-4291.998,-1601.766,1.792,-13.451,101.078,-0.082
-4292.541,-1598.73,1.79,-17.067,117.472,-0.086
-4293.075,-1595.75,1.788,-20.055,130.878,-0.094
-4293.668,-1592.829,1.787,-23.213,141.699,-0.089
-4293.857,-1590.072,1.786,-21.747,149.243,-0.089
-4294.289,-1587.421,1.786,-22.984,154.581,-0.072
-4294.478,-1584.762,1.788,-21.555,159.222,-0.047
-4294.696,-1582.091,1.789,-20.631,163.305,-0.031
-4294.851,-1579.378,1.79,-19.186,167.211,-0.012
-4295.119,-1576.571,1.791,-19.129,171.52,-0.002
-4295.367,-1573.572,1.792,-18.87,177.172,0.01
-4295.474,-1570.83,1.794,-17.197,179.345,0.027
-4295.699,-1568.053,1.796,-16.984,181.557,0.036
-4295.761,-1565.33,1.796,-15.121,182.89,0.037
-4295.829,-1562.853,1.796,-13.598,181.494,0.032
-4295.972,-1560.298,1.796,-13.075,181.097,0.027
-4296.18,-1557.835,1.795,-13.285,179.818,0.014
-4296.466,-1555.419,1.795,-14.285,178.251,0.007
-4296.914,-1552.894,1.794,-16.789,178.03,0.001
-4297.247,-1550.552,1.795,-17.754,175.958,0.011
-4297.514,-1547.902,1.797,-17.884,177.36,0.021
-4297.89,-1545.236,1.796,-19.132,178.717,0.014
-4298.199,-1542.834,1.796,-19.5,177.161,0.01
-4298.48,-1540.332,1.796,-19.525,176.868,0.012
-4298.766,-1537.806,1.797,-19.598,176.857,0.013
-4298.981,-1535.165,1.797,-18.925,178.036,0.018
-4299.311,-1532.81,1.798,-19.537,176.102,0.017
-4299.534,-1530.33,1.797,-18.967,175.737,0.013
-4299.735,-1527.823,1.798,-18.244,175.694,0.013
-4300.159,-1525.382,1.798,-19.923,174.983,0.013
-4300.555,-1522.857,1.798,-21.072,175.247,0.009
-4300.957,-1520.404,1.797,-22.107,174.728,0.006
-4301.354,-1517.932,1.797,-22.942,174.482,0.003
-4301.655,-1515.591,1.798,-22.67,172.922,0.006
-4302.054,-1513.236,1.798,-23.444,171.731,0.006
-4302.533,-1510.98,1.798,-24.925,169.699,0.01
-4302.883,-1508.518,1.799,-24.87,170.092,0.013
-4303.228,-1506.116,1.799,-24.761,169.8,0.012
-4303.459,-1503.659,1.799,-23.495,170.125,0.015
-4303.92,-1501.254,1.799,-24.792,169.865,0.013
-4304.198,-1498.541,1.799,-23.999,172.808,0.012
-4304.417,-1495.982,1.799,-22.723,173.739,0.007
-4304.737,-1493.364,1.8,-22.68,175.141,0.012
-4304.904,-1490.738,1.8,-21.068,176.416,0.012
-4305.255,-1488.055,1.801,-21.578,178.092,0.02
-4305.557,-1485.465,1.802,-21.508,178.564,0.023
-4305.976,-1482.81,1.802,-22.665,179.632,0.026
-4306.282,-1480.373,1.802,-22.479,178.301,0.024
-4306.692,-1477.92,1.803,-23.393,177.338,0.026
-4307.059,-1475.518,1.803,-23.733,175.98,0.027
-4307.423,-1473.307,1.803,-23.996,172.865,0.018
-4307.729,-1470.788,1.804,-23.609,173.373,0.029
-4308.075,-1468.324,1.805,-23.704,173.237,0.027
-4308.424,-1465.713,1.805,-23.813,174.648,0.027
-4308.698,-1463.174,1.806,-23.122,175.099,0.028
-4308.854,-1460.641,1.806,-21.328,175.421,0.03
-4308.956,-1458.208,1.806,-19.245,174.671,0.021
-4309.105,-1455.703,1.805,-17.948,174.776,0.01
-4309.242,-1453.31,1.804,-16.724,173.704,0.002
-4309.538,-1450.751,1.803,-17.306,174.504,-0.006
-4309.758,-1448.397,1.803,-17.025,173.069,-0.012
-4310.061,-1445.76,1.802,-17.641,174.768,-0.018
-4310.444,-1443.296,1.802,-18.988,174.43,-0.01
-4310.704,-1440.688,1.802,-18.874,175.625,-0.009
-4310.974,-1438.173,1.803,-18.878,175.681,-0.004
-4311.412,-1435.375,1.803,-20.613,178.659,0
-4311.718,-1432.703,1.804,-20.73,179.885,0.005
-4311.924,-1430.13,1.805,-19.8,179.918,0.018
-4312.238,-1427.481,1.806,-20.122,180.732,0.026
-4312.466,-1424.824,1.807,-19.511,181.506,0.029
-4312.664,-1422.262,1.807,-18.676,181.189,0.029
-4312.927,-1419.593,1.808,-18.644,182.011,0.033
-4313.175,-1417.187,1.808,-18.457,180.016,0.026
-4313.376,-1414.743,1.808,-17.811,178.702,0.026
-4313.65,-1412.241,1.809,-18.011,178.174,0.025
-4313.954,-1409.559,1.809,-18.486,179.581,0.024
-4314.066,-1407.085,1.809,-16.924,178.644,0.024
-4314.517,-1403.849,1.81,-19.071,185.687,0.026
-4315.006,-1400.88,1.811,-21.312,188.939,0.031
-4315.407,-1397.973,1.811,-22.303,191.083,0.025
-4315.783,-1395.006,1.811,-22.888,193.518,0.028
-4316.16,-1392.152,1.811,-23.403,194.447,0.017
-4316.56,-1389.406,1.811,-24.077,194.121,0.022
-4316.758,-1386.724,1.811,-22.583,193.177,0.017
-4317.177,-1384.017,1.812,-23.57,192.63,0.022
-4317.513,-1381.376,1.812,-23.562,191.495,0.019
-4317.827,-1378.891,1.813,-23.327,188.915,0.023
-4318.102,-1376.512,1.812,-22.732,185.623,0.014
-4318.574,-1374.082,1.813,-24.248,183.343,0.024
-4319.118,-1371.578,1.815,-26.286,182.154,0.034
-4319.349,-1369.198,1.815,-24.795,179.86,0.034
-4319.686,-1366.797,1.815,-24.62,178.133,0.028
-4320.155,-1364.333,1.816,-25.828,177.301,0.034
-4320.47,-1361.757,1.818,-25.274,177.742,0.042
-4320.862,-1359.227,1.817,-25.587,177.652,0.031
-4321.106,-1356.569,1.817,-24.338,178.888,0.027
-4321.333,-1354.048,1.818,-23.099,178.528,0.025
-4321.759,-1351.547,1.817,-24.081,178.026,0.017
-4322.204,-1349.023,1.818,-25.125,177.819,0.02
-4322.593,-1346.524,1.819,-25.431,177.398,0.033
-4322.809,-1344.087,1.82,-23.913,176.399,0.032
-4323.111,-1341.552,1.82,-23.509,176.551,0.031
-4323.418,-1339.111,1.821,-23.216,175.715,0.037
-4323.732,-1336.725,1.821,-23.036,174.442,0.027
-4324.134,-1334.198,1.821,-23.779,174.804,0.023
-4324.568,-1331.822,1.82,-24.751,173.553,0.015
-4324.89,-1329.276,1.819,-24.429,174.233,0.005
-4325.201,-1326.917,1.819,-24.034,172.897,0.003
-4325.632,-1324.371,1.819,-24.939,173.676,-0.001
-4325.917,-1321.94,1.82,-24.209,173.161,0.006
-4326.24,-1319.37,1.82,-23.969,174.156,0.004
-4326.385,-1316.913,1.821,-21.934,173.839,0.017
-4326.615,-1314.399,1.822,-21.078,174.153,0.024
-4326.824,-1311.824,1.822,-20.135,175.045,0.023
-4327.104,-1309.14,1.823,-20.053,176.941,0.025
-4327.411,-1306.496,1.824,-20.264,178.138,0.033
-4327.79,-1303.827,1.824,-21.187,179.412,0.03
-4328.166,-1301.399,1.825,-21.933,178.027,0.032
-4328.617,-1298.886,1.825,-23.359,177.715,0.027
-4329.131,-1296.285,1.825,-25.212,178.355,0.019
-4329.654,-1293.809,1.824,-26.889,177.612,0.009
-4330.113,-1291.284,1.824,-27.657,177.486,0.006
-4330.541,-1288.712,1.824,-27.993,177.856,0.012
-4330.858,-1286.328,1.824,-27.142,176.248,0.012
-4331.098,-1283.932,1.825,-25.625,174.995,0.012
-4331.274,-1281.518,1.825,-23.674,174.109,0.014
-4331.541,-1279.008,1.826,-22.927,174.345,0.023
-4331.766,-1276.417,1.826,-21.876,175.371,0.021
-4332.112,-1274.057,1.826,-22.221,173.88,0.018
-4332.39,-1271.587,1.827,-21.817,173.73,0.019
-4332.765,-1269.196,1.826,-22.464,172.799,0.01
-4333.215,-1266.684,1.825,-23.802,173.243,-0.004
-4333.636,-1264.336,1.824,-24.636,171.941,-0.013
-4334.085,-1261.897,1.824,-25.629,171.764,-0.01
-4334.48,-1259.313,1.823,-25.926,173.098,-0.018
-4334.794,-1256.388,1.823,-25.346,177.761,-0.012
-4335.291,-1252.86,1.823,-26.73,187.936,-0.013
-4335.829,-1248.78,1.823,-28.339,202.294,-0.012
-4336.411,-1244.305,1.822,-30.169,218.615,-0.018
-4337.134,-1239.485,1.821,-33.17,236.082,-0.022
-4337.673,-1234.397,1.822,-33.849,253.744,-0.014
-4338.231,-1229.067,1.823,-34.609,271.3,-0.003
-4338.869,-1223.864,1.823,-36.092,284.959,-0.002
-4339.619,-1218.499,1.824,-38.503,298.284,0.009
-4340.67,-1213.014,1.824,-43.659,310.881,0.009
-4341.391,-1207.576,1.824,-44.658,321.14,0.004
-4341.99,-1202.119,1.824,-44.263,330.095,0.003
-4342.489,-1196.771,1.824,-42.893,336.606,0.007
-4343.045,-1191.446,1.824,-42.304,341.915,0.006
-4343.778,-1186.265,1.825,-43.627,344.97,0.014
-4344.42,-1181.003,1.828,-43.824,348.407,0.036
-4345.031,-1175.759,1.829,-43.667,351.15,0.041
-4345.636,-1170.523,1.83,-43.473,353.411,0.048
-4346.262,-1165.462,1.83,-43.526,353.545,0.045
-4346.869,-1160.252,1.831,-43.368,355.182,0.045
-4347.878,-1155.146,1.831,-47.381,355.51,0.035
-4348.587,-1150.22,1.831,-47.714,353.941,0.029
-4349.16,-1145.169,1.831,-46.595,353.887,0.031
-4349.679,-1140.205,1.832,-45.079,352.943,0.036
-4350.082,-1135.27,1.834,-42.603,351.843,0.048
-4350.709,-1130.26,1.835,-42.79,351.669,0.048
-4351.56,-1125.233,1.836,-45.254,351.702,0.05
-4352.325,-1120.213,1.838,-46.474,351.658,0.059
-4352.996,-1115.117,1.838,-46.55,352.406,0.053
-4353.683,-1110.087,1.838,-46.781,352.362,0.048
-4354.342,-1105.088,1.838,-46.683,352.003,0.042
-4355.151,-1100.031,1.839,-48.15,352.297,0.042
-4355.995,-1094.963,1.84,-49.752,352.66,0.047
-4356.659,-1090.049,1.841,-49.267,351.375,0.046
-4357.438,-1083.779,1.841,-50.049,364.255,0.038
-4358.206,-1077.79,1.841,-50.589,372.337,0.034
-4359.062,-1071.966,1.842,-51.966,377.536,0.038
-4359.893,-1066.258,1.843,-52.876,380.777,0.045
-4360.804,-1060.624,1.843,-54.476,382.775,0.037
-4361.505,-1055.123,1.842,-53.683,383.107,0.024
-4362.397,-1049.763,1.841,-54.976,381.95,0.011
-4363.199,-1044.596,1.84,-55.142,378.97,0.002
-4364.063,-1039.497,1.839,-55.934,375.726,-0.007
-4364.845,-1034.377,1.84,-55.748,373.176,0.001
-4365.635,-1029.267,1.84,-55.682,370.899,0.003
-4366.317,-1024.43,1.84,-54.52,366.156,-0.002
-4367.061,-1019.646,1.839,-54.158,361.548,-0.01
-4367.866,-1014.804,1.839,-54.482,358.226,-0.007
-4368.634,-1010.003,1.839,-54.375,354.971,-0.01
-4369.277,-1005.254,1.84,-52.999,351.653,0.003
-4370.028,-1000.498,1.84,-52.936,348.895,0.006
-4370.842,-995.661,1.84,-53.532,347.384,0.006
-4371.594,-990.883,1.841,-53.402,345.484,0.006
-4372.482,-986.051,1.842,-54.693,344.413,0.017
-4373.098,-981.298,1.843,-52.986,342.697,0.023
-4373.847,-976.457,1.843,-52.899,342.137,0.022
-4374.671,-971.486,1.844,-53.606,342.991,0.03
-4375.292,-966.497,1.849,-52.117,343.91,0.069
-4376.05,-961.424,1.856,-52.252,345.56,0.132
-4376.572,-956.442,1.865,-49.943,346.024,0.196
-4377.028,-951.625,1.876,-47.295,344.723,0.274
-4377.565,-946.895,1.886,-45.864,342.724,0.332
-4378.189,-942.103,1.896,-45.545,341.652,0.384
-4378.782,-937.145,1.906,-44.952,342.441,0.432
-4379.534,-932.2,1.917,-46.084,342.991,0.478
-4380.254,-927.125,1.926,-46.714,344.796,0.495
-4380.99,-922.18,1.935,-47.427,344.99,0.513
-4381.898,-917.301,1.942,-49.794,344.485,0.507
-4382.96,-912.441,1.95,-53.409,343.848,0.505
-4383.882,-907.635,1.957,-55.044,342.758,0.504
-4384.737,-902.764,1.963,-55.748,342.498,0.489
-4385.887,-897.844,1.97,-59.387,342.773,0.488
-4387.094,-892.975,1.977,-63.082,342.494,0.481
-4388.312,-888.09,1.981,-66.341,342.406,0.453
-4389.427,-883.376,1.985,-68.061,340.583,0.424
-4390.692,-878.729,1.99,-71.077,338.333,0.408
-4392.082,-874.025,1.994,-74.934,337,0.385
-4393.291,-869.377,1.998,-76.36,335.288,0.363
-4394.491,-864.642,2.001,-77.482,334.725,0.344
-4395.914,-859.867,2.003,-80.735,334.654,0.313
-4397.24,-855.273,2.005,-82.52,332.736,0.284
-4398.263,-850.693,2.008,-80.912,330.946,0.27
-4399.433,-846.208,2.009,-81.052,328.455,0.242
-4401.099,-840.438,2.012,-86.29,339.548,0.236
-4402.54,-834.843,2.014,-88.431,347.204,0.221
-4404.052,-829.414,2.016,-90.99,352.032,0.203
-4405.58,-824.088,2.018,-93.341,355.088,0.189
-4407.03,-819.053,2.018,-94.543,354.706,0.166
-4408.627,-814.081,2.019,-97.076,353.729,0.153
-4410.237,-809.223,2.019,-99.372,351.713,0.128
-4411.694,-804.388,2.02,-99.756,349.766,0.12
-4412.93,-799.518,2.022,-97.813,348.455,0.118
-4414.384,-794.855,2.023,-98.398,345.219,0.107
-4415.752,-790.231,2.024,-98.01,342.05,0.109
-4417.089,-785.543,2.025,-97.361,340.004,0.101
-4418.689,-780.769,2.027,-99.514,339.153,0.102
-4420.128,-776.059,2.029,-99.69,337.757,0.103
-4421.513,-771.347,2.03,-99.283,336.593,0.105
-4423.104,-766.416,2.035,-101.068,337.859,0.134
-4424.543,-761.382,2.041,-101.016,339.995,0.175
-4425.915,-756.433,2.048,-100.279,340.939,0.213
-4427.104,-751.489,2.057,-97.775,341.693,0.273
-4428.581,-746.383,2.067,-98.596,344.012,0.333
-4429.897,-741.303,2.078,-97.647,345.708,0.387
-4431.26,-736.328,2.087,-97.322,346.091,0.427
-4432.618,-731.28,2.097,-96.987,347.151,0.46
-4434.076,-726.258,2.106,-97.734,347.803,0.478
-4435.61,-721.253,2.116,-99.153,348.176,0.511
-4437.227,-716.363,2.124,-101.218,347.313,0.513
-4438.871,-711.356,2.133,-103.253,347.783,0.532
-4440.647,-706.275,2.14,-106.356,348.935,0.523
-4442.436,-701.404,2.147,-109.129,347.765,0.514
-4444.37,-696.636,2.153,-112.991,345.703,0.495
-4446.416,-691.941,2.16,-117.433,343.202,0.486
-4448.278,-687.52,2.165,-119.337,338.234,0.466
-4450.365,-682.924,2.17,-123.273,335.805,0.45
-4452.477,-678.281,2.175,-126.876,334.219,0.428
-4454.587,-673.649,2.179,-129.944,332.756,0.401
-4456.882,-668.929,2.182,-134.462,332.412,0.371
-4459.171,-664.291,2.184,-138.252,331.272,0.336
-4461.48,-659.81,2.187,-141.692,328.677,0.318
-4463.656,-655.437,2.189,-143.252,325.357,0.29
-4466.098,-651.131,2.191,-147.326,321.841,0.267
-4468.418,-646.721,2.194,-149.537,319.908,0.252
-4470.788,-642.366,2.195,-151.939,317.694,0.226
-4473.072,-638.323,2.196,-153.113,312.593,0.2
-4475.54,-634.1,2.198,-156.005,310.091,0.191
-4477.882,-629.96,2.2,-157.166,307.115,0.18
-4480.481,-625.715,2.202,-160.817,305.646,0.178
-4482.919,-621.301,2.203,-162.257,306.137,0.163
-4485.493,-617.047,2.206,-164.899,304.91,0.163
-4487.971,-612.734,2.208,-166.15,304.464,0.16
-4490.441,-608.324,2.209,-167.145,305.085,0.147
-4492.653,-604.001,2.21,-165.334,304.729,0.136
-4495.024,-599.57,2.21,-165.43,305.521,0.11
-4497.18,-595.17,2.21,-163.297,305.889,0.098
-4499.421,-590.955,2.211,-162.352,304.297,0.092
-4501.72,-586.605,2.211,-162.14,304.326,0.082
-4504.208,-582.173,2.213,-163.913,305.196,0.089
-4506.48,-577.827,2.215,-163.194,305.053,0.097
-4508.983,-573.44,2.216,-164.967,305.35,0.087
-4511.45,-569.048,2.217,-166.095,305.661,0.082
-4514.034,-564.653,2.216,-168.266,305.951,0.066
-4516.604,-560.057,2.218,-169.985,308.265,0.07
-4519.28,-555.677,2.219,-172.534,308.029,0.073
-4521.71,-551.197,2.219,-172.179,308.847,0.062
-4524.212,-546.697,2.219,-172.608,309.752,0.054
-4526.499,-542.308,2.218,-170.764,309.382,0.029
-4528.888,-538.083,2.217,-170.248,307.371,0.023
-4531.361,-533.679,2.218,-170.668,307.506,0.029
-4533.896,-529.301,2.22,-171.661,307.349,0.042
-4536.209,-524.946,2.222,-170.234,306.986,0.051
-4538.564,-520.58,2.224,-169.439,306.788,0.062
-4540.945,-516.332,2.224,-169.038,305.396,0.054
-4543.231,-511.969,2.226,-167.71,305.403,0.063
-4545.588,-507.596,2.225,-167.31,305.5,0.048
-4547.972,-503.216,2.226,-167.24,305.669,0.047
-4550.26,-498.764,2.225,-166.206,306.543,0.036
-4552.608,-494.484,2.225,-165.936,305.523,0.03
-4555.028,-490.011,2.225,-166.445,306.636,0.024
-4557.247,-485.547,2.227,-164.801,307.501,0.036
-4559.575,-481.114,2.227,-164.532,307.915,0.037
-4561.708,-476.886,2.227,-162.29,306.155,0.033
-4564.193,-472.531,2.228,-164.009,305.96,0.036
-4566.364,-468.238,2.23,-162.238,305.162,0.047
-4568.647,-463.928,2.232,-161.884,304.652,0.056
-4570.744,-459.732,2.232,-159.659,303.047,0.055
-4572.94,-455.326,2.234,-158.798,303.831,0.058
-4575.156,-450.873,2.234,-158.254,304.988,0.05
-4577.419,-446.611,2.233,-158.279,304.014,0.038
-4579.625,-442.271,2.233,-157.706,303.986,0.033
-4581.841,-438.018,2.233,-157.327,303.062,0.028
-4584.181,-433.773,2.233,-158.275,302.188,0.025
-4586.562,-429.503,2.234,-159.51,301.707,0.028
-4589.038,-425.184,2.234,-161.539,301.803,0.025
-4591.548,-420.763,2.234,-163.623,302.926,0.022
-4593.986,-416.33,2.234,-164.66,304.015,0.022
-4596.482,-412.054,2.235,-166.137,303.325,0.025
-4598.82,-407.823,2.235,-165.78,302.274,0.016
-4601.266,-403.473,2.234,-166.57,302.601,0.009
-4603.688,-399.161,2.234,-167.013,302.489,0.012
-4606.159,-394.75,2.234,-167.886,303.408,0.01
-4608.683,-390.281,2.234,-169.181,304.798,0.006
-4611.739,-384.773,2.233,-175.761,316.675,-0.011
-4614.757,-379.545,2.233,-180.983,323.92,-0.004
-4617.671,-374.498,2.235,-184.361,328.241,0.012
-4620.546,-369.593,2.235,-186.854,330.464,0.018
-4623.417,-364.735,2.237,-188.916,331.876,0.026
-4626.193,-359.959,2.238,-189.719,332.228,0.032
-4628.878,-355.25,2.239,-189.455,331.848,0.041
-4631.541,-350.678,2.24,-189.012,330.118,0.045
-4634.15,-346.334,2.24,-188.071,326.289,0.039
-4636.637,-342.152,2.24,-186.012,321.349,0.032
-4639.096,-337.943,2.239,-183.969,317.423,0.015
-4641.606,-333.522,2.24,-182.758,316.254,0.02
-4644.039,-329.127,2.24,-180.921,314.989,0.018
-4646.394,-324.926,2.239,-178.566,311.904,0.011
-4648.954,-320.681,2.239,-178.652,309.742,0.006
-4647.45,-308.724,2.239,-136.904,387.276,0.009
-4646.393,-297.86,2.239,-105.885,442.164,0.008
-4646.022,-288.133,2.239,-86.499,477.271,0.008
-4646.311,-279.565,2.24,-76.749,495.289,0.016
-4647.158,-271.901,2.24,-74.175,501.345,0.012
-4648.23,-265.086,2.241,-74.31,497.777,0.015
-4650.288,-258.416,2.24,-84.565,493.231,0.006
-4652.553,-252.533,2.241,-95.442,481.254,0.012
-4654.913,-247.105,2.241,-105.701,466.361,0.01
-4657.415,-242.19,2.242,-115.916,448.368,0.022
-4660.059,-237.649,2.243,-126.088,429.176,0.032
-4662.911,-233.359,2.246,-136.904,410.224,0.047
-4665.734,-229.258,2.246,-145.834,392.117,0.042
-4668.859,-225.269,2.246,-156.562,375.519,0.034
-4671.766,-221.492,2.246,-163.458,359.173,0.029
-4674.765,-217.765,2.246,-170.287,344.721,0.026
-4677.656,-214.066,2.247,-175.008,332.099,0.038
-4681.144,-209.185,2.247,-185.175,333.511,0.031
-4684.534,-204.516,2.247,-192.844,332.521,0.026
-4687.711,-200.062,2.247,-197.195,329.475,0.02
-4690.68,-195.69,2.247,-198.757,326.028,0.014
-4693.781,-191.322,2.247,-201.445,323.043,0.012
-4696.575,-187.061,2.247,-200.584,319.401,0.019
-4699.449,-182.92,2.247,-200.676,315.06,0.01
-4702.15,-178.791,2.247,-198.972,311.231,0.012
-4704.688,-174.655,2.246,-195.835,308.041,0.003
-4707.321,-170.629,2.247,-194.138,304.181,0.007
-4709.796,-166.656,2.247,-191.069,300.347,0.002
-4712.194,-162.545,2.246,-187.654,298.495,-0.002
-4714.472,-158.315,2.246,-183.506,298.145,-0.001
-4716.873,-154.074,2.245,-181.239,297.96,-0.01
