x,y,1.444,-0.084,-1.489,0
-4476.082,-577.199,1.482,43.621,173.572,0.014
-4475.155,-574.097,1.482,46.751,179.977,0.014
-4474.489,-570.947,1.481,46.729,185.941,0.003
-4473.787,-568.152,1.481,47.081,187.369,0
-4473.162,-565.299,1.483,46.595,189.18,0.017
-4472.601,-562.667,1.483,45.517,188.451,0.016
-4472.024,-560.088,1.483,44.757,187.288,0.015
-4471.326,-557.506,1.483,45.367,186.322,0.013
-4470.457,-554.963,1.483,47.642,185.101,0.013
-4469.588,-552.352,1.483,49.579,184.759,0.011
-4468.814,-549.886,1.484,50.252,182.972,0.017
-4467.899,-547.421,1.485,52.281,181.442,0.02
-4467.135,-545.021,1.485,52.459,179.464,0.024
-4466.515,-542.596,1.484,51.13,178.031,0.01
-4465.807,-540.375,1.483,50.901,174.719,0
-4465.064,-538.111,1.482,51.059,172.335,-0.01
-4464.4,-535.941,1.482,50.388,169.324,-0.012
-4463.728,-533.793,1.483,49.901,166.536,-0.006
-4462.982,-531.504,1.483,50.232,165.609,0.002
-4462.201,-529.125,1.485,50.887,165.749,0.014
-4461.407,-526.913,1.485,51.58,164.142,0.018
-4460.702,-524.551,1.485,51.249,164.314,0.009
-4460.081,-522.112,1.486,50.111,165.258,0.021
-4459.399,-519.73,1.487,49.755,165.479,0.028
-4458.688,-517.272,1.488,49.765,166.444,0.03
-4457.88,-514.817,1.489,50.756,167.236,0.04
-4457.172,-512.291,1.489,50.583,168.651,0.034
-4456.303,-509.946,1.489,52.088,167.987,0.027
-4455.497,-507.453,1.488,52.735,168.949,0.013
-4454.819,-504.859,1.486,51.949,170.801,-0.004
-4454.2,-502.332,1.485,50.687,171.704,-0.015
-4453.448,-499.994,1.484,50.978,170.519,-0.022
-4452.634,-497.749,1.483,51.858,168.556,-0.031
-4451.615,-495.414,1.483,54.722,167.799,-0.022
-4450.78,-493.122,1.483,55.265,166.714,-0.018
-4449.895,-490.902,1.483,56.252,165.049,-0.015
-4449.102,-488.562,1.483,56.146,164.875,-0.014
-4448.352,-486.267,1.483,55.609,164.251,-0.019
-4447.349,-483.338,1.483,57.749,170.248,-0.013
-4446.043,-480.588,1.482,62.699,173.519,-0.016
-4444.893,-477.892,1.482,65.329,175.75,-0.016
-4444.014,-475.878,1.482,64.76,170.642,-0.015
-4443.069,-473.331,1.482,64.966,171.771,-0.009
-4442.25,-470.67,1.483,63.849,173.899,-0.001
-4441.528,-468.135,1.482,61.886,174.419,-0.009
-4440.927,-465.534,1.483,58.975,175.546,-0.001
-4440.187,-463.026,1.483,57.925,175.549,0.002
-4439.432,-460.51,1.484,57.173,175.634,0.011
-4438.692,-458.104,1.483,56.38,174.574,-0.005
-4437.929,-455.607,1.481,55.948,174.602,-0.019
-4437.258,-453.309,1.481,54.62,172.579,-0.017
-4436.564,-451.079,1.479,53.737,170.153,-0.035
-4435.875,-448.816,1.479,52.925,168.426,-0.028
-4435.218,-446.576,1.478,51.907,166.718,-0.032
-4434.408,-444.146,1.477,52.608,167.224,-0.035
-4433.577,-441.786,1.477,53.431,166.921,-0.03
-4432.738,-439.404,1.478,54.205,166.898,-0.022
-4431.96,-436.928,1.478,54.243,167.838,-0.017
-4431.166,-434.55,1.479,54.441,167.636,-0.008
-4430.455,-432.296,1.479,53.759,166.187,-0.008
-4429.93,-429.826,1.478,51.259,167.178,-0.009
-4429.281,-427.58,1.477,50.4,165.709,-0.019
-4428.609,-425.265,1.477,49.898,165.167,-0.017
-4427.824,-423.008,1.477,50.65,164.119,-0.015
-4426.994,-420.715,1.477,51.745,163.588,-0.008
-4426.106,-418.409,1.477,53.269,163.268,-0.008
-4425.275,-416.049,1.477,53.998,163.547,-0.008
-4424.653,-413.693,1.477,52.459,163.756,-0.011
-4423.905,-411.414,1.478,52.437,163.132,0
-4423.105,-409.23,1.477,52.966,161.626,-0.004
-4422.276,-407.049,1.477,53.712,160.307,-0.006
-4421.369,-404.642,1.478,55.152,161.505,0.007
-4420.471,-402.291,1.478,56.28,161.961,0.003
-4419.54,-399.769,1.478,57.593,164.108,-0.001
-4418.741,-397.501,1.478,57.342,163.313,0
-4417.931,-395.277,1.478,57.248,162.2,0.007
-4417.266,-392.92,1.478,55.683,162.603,0.005
-4416.482,-390.791,1.477,55.561,160.613,-0.011
-4415.843,-388.379,1.476,53.961,161.822,-0.018
-4414.819,-386.201,1.477,56.567,160.442,-0.004
-4413.805,-383.874,1.477,58.697,160.805,-0.003
-4412.953,-381.538,1.478,58.833,161.203,0.008
-4412.055,-379.068,1.48,59.421,162.919,0.024
-4411.212,-376.776,1.481,59.361,162.554,0.026
-4410.339,-374.523,1.482,59.618,161.843,0.032
-4409.465,-372.213,1.482,59.85,161.823,0.029
-4408.616,-369.872,1.482,59.784,162.129,0.031
-4407.691,-367.363,1.481,60.519,164.114,0.014
-4406.851,-365.114,1.48,60.266,163.132,0.001
-4406.225,-362.715,1.48,57.846,163.836,-0.002
-4405.525,-360.515,1.479,56.54,162.382,-0.008
-4404.813,-358.223,1.478,55.558,162.099,-0.02
-4404.024,-356.02,1.478,55.507,160.939,-0.013
-4403.333,-353.666,1.479,54.468,161.503,-0.006
-4402.57,-351.316,1.48,54.301,161.948,0.005
-4401.909,-349.083,1.48,53.129,161.118,0.006
-4401.135,-346.538,1.48,53.277,163.626,0.002
-4400.528,-344.032,1.48,51.692,165.359,0.007
-4400.037,-341.514,1.481,49.145,166.958,0.01
-4399.366,-339.185,1.48,48.831,166.378,0.005
-4398.622,-336.99,1.481,49.304,164.508,0.008
-4397.879,-334.703,1.48,49.704,163.862,0.001
-4397.176,-332.405,1.48,49.628,163.424,0.003
-4396.456,-330.08,1.48,49.746,163.317,0.002
-4395.669,-327.82,1.48,50.531,162.568,-0.003
-4394.88,-325.498,1.48,51.219,162.563,-0.001
-4394.22,-323.133,1.478,50.487,162.998,-0.018
-4393.45,-320.132,1.479,50.984,169.929,-0.009
-4392.481,-317.193,1.478,53.462,175.19,-0.01
-4391.487,-314.369,1.478,55.829,178.495,-0.009
-4390.407,-311.552,1.479,58.743,181.248,0.001
-4389.549,-308.802,1.479,58.929,182.901,-0.005
-4388.742,-306.245,1.479,58.577,182.324,-0.004
-4387.935,-303.793,1.479,58.271,180.756,0
-4387.229,-301.312,1.479,56.959,179.71,-0.004
-4386.447,-298.931,1.478,56.634,177.797,-0.005
-4385.473,-296.565,1.479,58.338,176.006,0.003
-4384.615,-294.123,1.48,58.587,175.264,0.012
-4383.855,-291.731,1.48,57.792,174.108,0.012
-4382.87,-289.17,1.481,59.444,174.871,0.015
-4382.115,-286.707,1.481,58.468,174.507,0.01
-4381.42,-284.13,1.481,57.02,175.372,0.011
-4380.68,-281.696,1.481,56.263,174.636,0.009
-4379.757,-279.216,1.481,57.485,174.484,0.012
-4378.665,-276.973,1.483,60.275,171.914,0.027
-4377.568,-274.776,1.483,62.704,169.249,0.027
-4376.589,-272.397,1.485,63.556,168.849,0.036
-4375.685,-270.194,1.486,63.516,166.693,0.04
-4374.453,-267.298,1.485,66.861,171.998,0.028
-4373.286,-264.549,1.485,69.038,174.998,0.021
-4372.203,-261.813,1.485,70.038,177.434,0.015
-4371.236,-259.057,1.483,69.69,179.704,0.002
-4370.319,-256.434,1.482,68.885,180.278,-0.011
-4369.733,-253.931,1.481,64.787,179.541,-0.024
-4369.208,-251.459,1.48,60.664,178.583,-0.027
-4368.632,-249.05,1.479,57.673,177.118,-0.034
-4368.099,-246.677,1.479,54.679,175.503,-0.029
-4367.394,-244.148,1.477,53.897,175.718,-0.041
-4366.699,-241.536,1.477,53.12,176.768,-0.037
-4365.874,-239.193,1.477,53.799,174.896,-0.03
-4364.86,-236.682,1.478,56.323,175.025,-0.019
-4364.065,-234.344,1.477,56.228,173.347,-0.02
-4363.288,-231.925,1.478,55.955,172.762,-0.008
-4362.455,-229.637,1.477,56.304,170.903,-0.013
-4361.562,-227.47,1.478,57.223,168.079,-0.005
-4360.568,-225.139,1.478,59.029,167.358,-0.005
-4359.869,-222.849,1.479,57.554,166.318,0.001
-4359.157,-220.735,1.478,56.41,163.622,-0.002
-4358.437,-218.717,1.477,55.536,160.338,-0.013
-4357.822,-216.56,1.477,53.692,158.965,-0.011
-4357.305,-214.348,1.477,51.124,158.355,-0.015
-4356.775,-212.023,1.477,49.061,159.005,-0.01
-4356.247,-209.865,1.477,47.275,157.829,-0.008
-4355.539,-207.493,1.476,47.612,159.044,-0.015
-4354.638,-205.092,1.474,49.889,160.368,-0.029
-4353.874,-202.865,1.472,50.414,159.71,-0.042
-4353.096,-200.626,1.473,51.011,159.266,-0.03
-4352.429,-198.412,1.47,50.377,158.64,-0.05
-4351.784,-196.092,1.471,49.606,159.198,-0.042
-4351.095,-194.042,1.471,49.401,156.886,-0.028
-4350.558,-191.745,1.471,47.665,157.457,-0.031
-4349.877,-189.657,1.47,47.663,155.793,-0.031
-4349.086,-187.385,1.47,48.8,156.27,-0.024
-4348.387,-185.069,1.471,48.818,157.134,-0.019
-4347.464,-182.913,1.47,51.139,156.217,-0.023
-4346.761,-180.449,1.471,50.86,158.615,-0.006
-4345.925,-178.083,1.472,51.987,159.639,-0.002
-4345.192,-175.63,1.473,51.882,161.422,0.007
-4344.396,-173.157,1.472,52.449,163.132,0.001
-4343.545,-170.77,1.474,53.496,163.722,0.017
-4342.734,-168.382,1.474,53.981,164.229,0.017
-4341.927,-166.022,1.474,54.352,164.363,0.016
-4341.131,-163.812,1.474,54.546,162.948,0.015
-4340.415,-161.558,1.474,53.903,162.188,0.009
-4339.628,-159.286,1.475,54.068,161.728,0.019
-4338.846,-157.11,1.475,54.175,160.338,0.011
-4338.228,-154.834,1.474,52.57,160.195,0.009
-4337.452,-152.783,1.475,52.825,157.75,0.009
-4336.581,-150.58,1.475,54.024,157.224,0.009
-4335.644,-148.183,1.474,55.724,158.777,-0.001
-4334.808,-145.871,1.473,56.138,159.228,-0.011
-4334.07,-143.567,1.473,55.473,159.529,-0.009
-4333.23,-141.299,1.473,55.963,159.415,-0.01
-4332.308,-139.033,1.473,57.222,159.298,-0.008
-4331.46,-136.868,1.471,57.537,158.161,-0.018
-4330.633,-134.924,1.471,57.588,154.917,-0.018
-4329.783,-132.701,1.471,57.874,155.012,-0.013
-4328.953,-130.503,1.472,57.908,154.849,-0.009
-4328.134,-128.085,1.472,57.826,156.966,-0.006
-4327.716,-125.813,1.471,53.624,157.276,-0.008
-4327.212,-123.799,1.473,50.919,154.877,0.004
-4327.021,-122.167,1.478,45.399,148.899,0.05
-4326.754,-120.944,1.486,41.466,139.59,0.127
-4326.743,-120.403,1.497,35.488,124.633,0.215
-4326.787,-120.351,1.507,29.82,106.836,0.283
-4326.927,-120.645,1.516,23.989,88.097,0.329
-4327.196,-121.142,1.523,17.696,70.031,0.344
-4327.476,-121.805,1.526,12.213,52.905,0.324
-4327.703,-122.431,1.528,8.079,38.671,0.3
-4327.862,-122.955,1.531,5.243,27.598,0.277
-4327.954,-123.456,1.531,3.534,18.38,0.242
-4328.16,-123.862,1.531,0.893,11.495,0.206
-4328.374,-124.481,1.531,-1.441,3.436,0.173
-4319.07,-110.783,1.532,94.548,143.946,0.156
-4320.672,-113.151,1.531,64.15,98.396,0.127
-4322.112,-115.506,1.531,39.896,59.682,0.103
-4323.418,-117.643,1.53,20.581,28.9,0.078
-4324.572,-119.545,1.529,5.676,5.069,0.057
-4325.7,-121.102,1.527,-6.771,-11.699,0.029
-4326.637,-122.571,1.526,-15.424,-25.102,0.017
-4327.763,-124.282,1.527,-24.75,-39.029,0.023
-4328.865,-126.164,1.53,-32.45,-52.662,0.044
-4330.196,-128.411,1.534,-41.382,-68.046,0.081
-4331.511,-131.289,1.539,-48.837,-87.667,0.114
-4332.78,-134.734,1.541,-54.717,-110.242,0.122
-4333.93,-138.269,1.542,-58.506,-130.415,0.11
-4335.08,-141.915,1.541,-61.743,-148.778,0.087
-4336.403,-145.285,1.541,-66.277,-161.588,0.071
-4337.435,-148.389,1.54,-67.152,-169.773,0.05
-4338.587,-151.334,1.538,-69.145,-175.124,0.028
-4339.395,-154.26,1.536,-67.284,-179.489,0.004
-4340.314,-156.903,1.535,-66.858,-180.306,-0.009
-4341.079,-159.237,1.535,-64.901,-177.813,-0.01
-4341.801,-161.835,1.534,-62.783,-178.416,-0.016
-4342.648,-164.185,1.532,-62.277,-176.363,-0.03
-4343.287,-166.718,1.533,-59.69,-176.5,-0.016
-4344.166,-169.313,1.533,-59.957,-177.263,-0.015
-4345.003,-171.921,1.534,-59.76,-178.039,-0.006
-4345.813,-174.418,1.535,-59.316,-177.566,0.005
-4346.522,-176.816,1.536,-57.887,-176.137,0.013
-4347.14,-179.242,1.536,-55.733,-175.201,0.015
-4347.728,-181.691,1.535,-53.592,-174.656,0.004
-4348.497,-184.034,1.537,-53.626,-173.083,0.018
-4349.368,-186.298,1.536,-54.711,-170.941,0.005
-4350.27,-188.862,1.535,-55.945,-172.191,0
-4351.212,-191.092,1.535,-57.422,-169.826,-0.003
-4351.995,-193.549,1.535,-57.035,-170.149,-0.004
-4352.792,-195.939,1.535,-56.852,-169.727,-0.003
-4353.388,-198.403,1.535,-54.622,-170.13,0
-4354.015,-200.64,1.533,-53.048,-168.136,-0.017
-4354.641,-203.032,1.533,-51.685,-168.041,-0.016
-4355.328,-205.381,1.531,-51.162,-167.511,-0.029
-4356.123,-207.743,1.531,-51.818,-167.183,-0.03
-4356.937,-209.965,1.532,-52.572,-165.473,-0.011
-4357.716,-212.337,1.533,-52.867,-165.559,-0.004
-4358.591,-214.607,1.532,-54.106,-164.58,-0.009
-4359.343,-216.99,1.53,-53.889,-164.91,-0.03
-4360.265,-219.392,1.53,-55.449,-165.385,-0.026
-4361.167,-221.828,1.529,-56.581,-166.135,-0.029
-4362.15,-224.389,1.529,-58.383,-168.071,-0.031
-4363.082,-226.794,1.527,-59.388,-168.115,-0.04
-4364.034,-229.092,1.528,-60.453,-167.043,-0.027
-4364.706,-231.376,1.529,-58.478,-165.985,-0.015
-4365.49,-233.651,1.529,-57.954,-165.001,-0.005
-4366.07,-236.032,1.53,-55.403,-165.247,-0.003
-4366.826,-238.321,1.533,-55.039,-164.503,0.026
-4367.58,-240.782,1.533,-54.706,-165.649,0.029
-4368.425,-243.086,1.534,-55.359,-165.002,0.03
-4369.363,-245.594,1.535,-56.87,-166.558,0.032
-4370.241,-248.022,1.534,-57.545,-167.058,0.019
-4371.083,-250.594,1.533,-57.75,-168.973,0.007
-4371.989,-253.135,1.533,-58.584,-170.281,0.01
-4372.828,-255.773,1.533,-58.606,-172.388,0.011
-4373.751,-258.36,1.534,-59.497,-173.671,0.011
-4374.795,-260.808,1.535,-61.486,-173.329,0.021
-4375.731,-263.239,1.536,-62.082,-172.868,0.026
-4376.577,-265.594,1.536,-61.664,-171.686,0.028
-4377.41,-267.828,1.536,-61.167,-169.44,0.019
-4378.22,-270.235,1.536,-60.511,-169.298,0.021
-4379.103,-272.63,1.536,-60.704,-169.051,0.017
-4379.948,-275.034,1.536,-60.474,-168.945,0.009
-4380.873,-277.415,1.537,-61.101,-168.606,0.023
-4381.707,-279.64,1.537,-60.702,-166.712,0.02
-4382.73,-282.732,1.537,-62.305,-174.028,0.013
-4383.807,-285.908,1.538,-64.23,-181.134,0.024
-4384.911,-288.852,1.537,-66.144,-184.8,0.007
-4386.046,-291.97,1.536,-68.106,-189.726,0
-4387.368,-294.707,1.535,-71.701,-189.994,-0.01
-4388.493,-297.399,1.535,-72.732,-189.764,-0.012
-4389.378,-299.916,1.534,-71.156,-187.77,-0.018
-4390.245,-302.503,1.534,-69.614,-186.787,-0.017
-4391.148,-305.031,1.534,-68.676,-185.341,-0.016
-4391.985,-307.494,1.534,-67.19,-183.445,-0.01
-4392.906,-309.864,1.534,-66.79,-180.859,-0.004
-4393.769,-312.224,1.536,-65.844,-178.561,0.009
-4394.524,-314.691,1.537,-63.939,-177.693,0.019
-4395.193,-317.096,1.537,-61.423,-176.318,0.015
-4395.781,-319.473,1.537,-58.444,-174.856,0.015
-4396.501,-321.872,1.536,-57.262,-173.84,0.007
-4397.378,-324.11,1.536,-57.873,-171.317,0
-4398.347,-326.517,1.536,-59.332,-170.9,0.005
-4399.411,-328.814,1.536,-61.555,-169.416,0.003
-4400.269,-331.143,1.537,-61.335,-168.476,0.007
-4401.056,-333.605,1.536,-60.424,-169.038,-0.002
-4401.865,-335.888,1.536,-59.86,-167.682,0
-4402.727,-338.29,1.536,-59.929,-167.752,-0.002
-4403.589,-340.615,1.536,-59.99,-167.018,0.001
-4404.305,-343.122,1.535,-58.543,-168.267,-0.008
-4405.178,-345.601,1.534,-58.917,-169.033,-0.016
-4405.925,-348.02,1.535,-57.948,-169.077,-0.007
-4406.657,-350.362,1.537,-56.953,-168.326,0.01
-4407.312,-352.683,1.537,-55.329,-167.466,0.01
-4407.944,-355.131,1.537,-53.696,-168.04,0.011
-4408.73,-357.54,1.537,-53.889,-168.123,0.009
-4409.568,-359.964,1.538,-54.595,-168.352,0.018
-4410.396,-362.449,1.538,-55.081,-169.181,0.016
-4411.354,-364.935,1.538,-56.853,-169.886,0.009
-4412.181,-367.474,1.537,-56.994,-171.042,0.004
-4412.933,-369.86,1.536,-56.36,-170.449,-0.01
-4413.736,-372.184,1.537,-56.334,-169.302,0
-4414.541,-374.519,1.538,-56.342,-168.451,0.014
-4415.365,-376.983,1.539,-56.539,-169.043,0.018
-4416.279,-379.386,1.54,-57.632,-168.916,0.024
-4417.263,-381.773,1.542,-59.284,-168.651,0.038
-4418.046,-384.104,1.543,-58.632,-167.841,0.043
-4418.797,-386.407,1.543,-57.733,-166.868,0.044
-4419.643,-388.644,1.543,-57.951,-165.359,0.037
-4420.384,-391.051,1.542,-57.058,-165.812,0.02
-4421.293,-393.437,1.543,-58.027,-165.992,0.022
-4422.226,-395.948,1.542,-59.091,-167.429,0.013
-4423.212,-398.402,1.542,-60.563,-168.071,0.008
-4424.242,-400.972,1.541,-62.255,-169.808,-0.001
-4425.083,-403.47,1.54,-61.757,-170.558,-0.006
-4425.955,-405.851,1.539,-61.647,-169.983,-0.016
-4426.78,-408.201,1.54,-61.082,-169.178,-0.009
-4427.677,-410.662,1.54,-61.334,-169.635,-0.006
-4428.665,-412.947,1.54,-62.477,-168.208,-0.001
-4429.506,-415.338,1.541,-61.946,-168.087,0.005
-4430.344,-417.724,1.541,-61.465,-167.922,0.002
-4431.192,-419.988,1.541,-61.158,-166.543,0.003
-4431.969,-422.342,1.54,-60.165,-166.281,-0.006
-4432.777,-424.601,1.541,-59.631,-165.082,0
-4433.666,-426.978,1.539,-60.007,-165.277,-0.011
-4434.648,-429.377,1.539,-61.297,-165.66,-0.015
-4435.73,-431.938,1.538,-63.426,-167.667,-0.016
-4436.462,-434.468,1.539,-61.634,-169.051,-0.012
-4437.345,-437.041,1.54,-61.655,-170.676,0.002
-4438.258,-439.476,1.541,-61.991,-170.648,0.01
-4439.105,-441.937,1.54,-61.592,-170.885,0.005
-4440.103,-444.233,1.541,-62.805,-169.383,0.011
-4441.059,-446.608,1.541,-63.414,-168.929,0.01
-4441.924,-449.047,1.542,-62.989,-169.189,0.014
-4442.679,-451.396,1.543,-61.499,-168.495,0.021
-4443.438,-453.757,1.542,-60.264,-168.023,0.016
-4444.199,-456.198,1.543,-59.238,-168.441,0.018
-4445.006,-458.817,1.544,-58.838,-170.624,0.027
-4445.821,-461.286,1.544,-58.568,-170.954,0.025
-4446.911,-463.841,1.545,-61.18,-172.109,0.027
-4447.841,-466.168,1.546,-61.758,-170.757,0.032
-4448.717,-468.645,1.546,-61.693,-171.147,0.03
-4449.651,-470.869,1.545,-62.235,-168.873,0.013
-4450.701,-473.389,1.545,-63.89,-169.979,0.017
-4451.649,-475.733,1.547,-64.252,-169.113,0.029
-4452.638,-478.149,1.548,-64.991,-169.107,0.03
-4453.509,-480.545,1.548,-64.398,-168.905,0.026
-4454.313,-482.821,1.548,-63.2,-167.492,0.022
-4455.024,-485.225,1.546,-61.224,-167.611,0.006
-4455.664,-487.608,1.546,-58.811,-167.495,0.003
-4456.41,-489.949,1.545,-57.835,-166.961,-0.008
-4457.218,-492.23,1.543,-57.656,-165.891,-0.021
-4458.226,-494.59,1.543,-59.552,-165.783,-0.023
-4459.229,-496.912,1.542,-61.118,-165.311,-0.024
-4460.194,-499.331,1.543,-62.065,-165.898,-0.018
-4461.13,-501.664,1.542,-62.572,-165.521,-0.024
-4462.123,-504.056,1.541,-63.588,-165.807,-0.028
-4463.231,-506.573,1.541,-65.646,-167.334,-0.026
-4464.396,-509.141,1.541,-67.993,-169.158,-0.021
-4465.499,-511.63,1.541,-69.337,-169.899,-0.019
-4466.503,-514.189,1.541,-69.482,-171.264,-0.016
-4467.229,-516.779,1.541,-66.741,-172.734,-0.009
-4467.917,-519.28,1.541,-63.999,-173.079,-0.013
-4468.518,-521.684,1.541,-60.777,-172.37,-0.008
-4469.199,-524.168,1.541,-58.846,-172.593,-0.005
-4469.815,-526.58,1.542,-56.537,-172.048,0.003
-4470.573,-529.102,1.542,-56.026,-172.706,-0.001
-4471.401,-531.49,1.541,-56.317,-171.886,-0.004
-4472.333,-534.058,1.541,-57.618,-173.049,-0.006
-4473.157,-536.509,1.54,-57.637,-172.832,-0.018
-4473.949,-539.124,1.538,-57.31,-174.337,-0.029
-4474.765,-541.626,1.537,-57.282,-174.454,-0.032
-4475.574,-544.204,1.537,-57.184,-175.332,-0.028
-4476.409,-546.696,1.536,-57.368,-175.2,-0.04
-4477.234,-549.035,1.536,-57.431,-173.521,-0.03
-4478.081,-551.54,1.537,-57.704,-173.784,-0.013
-4478.863,-553.85,1.538,-57.265,-172.005,-0.003
-4479.465,-556.308,1.539,-55.04,-172.02,0
-4479.958,-558.542,1.539,-52.026,-169.713,0.008
-4480.557,-561.028,1.539,-50.542,-170.35,0.007
-4481.267,-563.45,1.54,-50.413,-170.226,0.015
-4482.065,-565.951,1.54,-51.212,-170.945,0.012
-4482.809,-568.508,1.54,-51.345,-172.126,0.012
-4483.64,-570.967,1.539,-52.347,-172.123,-0.005
-4484.418,-573.457,1.538,-52.663,-172.451,-0.008
-4485.104,-575.881,1.538,-51.971,-172.037,-0.013
-4485.798,-578.272,1.538,-51.473,-171.352,-0.009
-4486.486,-580.944,1.538,-50.994,-173.662,-0.007
-4487.218,-583.535,1.539,-51.028,-174.789,0.004
-4487.875,-585.977,1.54,-50.279,-174.224,0.012
-4488.591,-588.501,1.541,-50.26,-174.589,0.021
-4489.283,-590.974,1.542,-49.99,-174.374,0.026
-4489.921,-593.449,1.542,-49.214,-174.208,0.02
-4490.663,-595.88,1.542,-49.607,-173.617,0.019
-4491.255,-598.339,1.541,-48.408,-173.397,0.008
-4491.815,-600.745,1.541,-47.052,-172.657,0.005
-4492.27,-603.317,1.541,-44.818,-173.748,0.004
-4492.707,-605.94,1.54,-42.72,-175.193,-0.008
-4493.172,-608.592,1.539,-41.234,-176.738,-0.011
-4493.757,-611.365,1.538,-41.189,-179.287,-0.018
-4494.39,-613.933,1.538,-41.645,-179.359,-0.019
-4495.097,-616.488,1.539,-42.806,-179.288,-0.012
-4495.896,-619.063,1.539,-44.732,-179.429,-0.004
-4496.626,-621.555,1.54,-45.67,-178.696,0.003
-4497.475,-623.95,1.54,-47.694,-177.071,0.008
-4498.096,-626.351,1.54,-47.065,-175.739,0.002
-4498.874,-628.869,1.54,-48.158,-175.82,0.006
-4499.572,-631.271,1.541,-48.262,-174.688,0.009
-4500.154,-633.922,1.541,-47.155,-176.292,0.008
-4500.816,-636.477,1.542,-47.037,-176.662,0.019
-4501.709,-639.082,1.543,-49.318,-177.503,0.023
-4502.572,-641.621,1.544,-50.944,-177.535,0.027
-4503.474,-644.12,1.543,-52.737,-177.155,0.021
-4504.192,-646.408,1.542,-52.369,-174.657,0.006
-4505.213,-648.872,1.543,-55.182,-174.34,0.011
-4506.237,-651.34,1.542,-57.603,-174.101,0.006
-4507.323,-653.912,1.542,-60.315,-174.971,0.005
-4508.23,-656.372,1.542,-60.781,-174.565,0
-4509.086,-658.832,1.542,-60.656,-174.218,0.002
-4509.904,-661.321,1.541,-60.161,-174.223,-0.004
-4510.641,-663.763,1.542,-58.892,-173.742,-0.002
-4511.273,-666.339,1.541,-56.744,-174.703,-0.008
-4511.832,-668.926,1.541,-54.151,-175.644,-0.003
-4512.49,-671.29,1.542,-52.959,-174.15,0
-4513.191,-673.74,1.541,-52.392,-173.766,-0.006
-4514.018,-676.192,1.541,-53.195,-173.445,-0.008
-4514.772,-678.693,1.54,-53.143,-173.689,-0.016
-4515.623,-681.129,1.54,-54.078,-173.219,-0.008
-4516.403,-683.543,1.54,-54.156,-172.594,-0.015
-4517.063,-686.052,1.54,-52.988,-173.04,-0.008
-4517.8,-688.636,1.539,-52.783,-174.202,-0.011
-4518.554,-691.29,1.54,-52.786,-175.904,-0.006
-4519.313,-693.89,1.54,-52.84,-176.796,-0.006
-4520.306,-697.233,1.539,-55.282,-185.211,-0.016
-4521.375,-700.432,1.539,-58.166,-190.907,-0.009
-4522.201,-703.553,1.54,-58.108,-194.963,0.003
-4522.989,-706.522,1.541,-57.679,-196.848,0.008
-4523.807,-709.466,1.543,-57.614,-198.211,0.026
-4524.57,-712.271,1.543,-57,-197.94,0.028
-4525.398,-715.015,1.543,-57.143,-197.072,0.024
-4526.369,-717.596,1.543,-58.724,-194.666,0.012
-4527.321,-720.081,1.542,-59.892,-191.615,0.006
-4528.215,-722.74,1.543,-60.286,-190.806,0.009
-4529.027,-725.244,1.542,-59.787,-188.526,0.002
-4529.758,-727.887,1.541,-58.513,-188.009,-0.006
-4530.527,-730.363,1.541,-57.827,-185.848,-0.006
-4531.222,-732.906,1.541,-56.475,-184.692,-0.003
-4532.011,-735.378,1.541,-56.29,-182.981,-0.001
-4532.679,-737.926,1.541,-54.886,-182.305,-0.001
-4533.456,-740.377,1.542,-54.82,-180.723,0
-4534.04,-742.884,1.541,-52.769,-179.954,-0.004
-4534.645,-745.341,1.542,-51.235,-178.779,0.01
-4535.289,-747.915,1.543,-50.329,-178.988,0.01
-4535.847,-750.379,1.542,-48.669,-178.028,0.005
-4536.419,-753.041,1.541,-47.409,-179.255,-0.006
-4537.091,-755.583,1.542,-47.35,-179.055,0.004
-4538.129,-758.817,1.541,-51.069,-186.019,-0.005
-4539.083,-762.094,1.54,-53.382,-192.394,-0.015
-4539.974,-765.075,1.54,-54.707,-194.792,-0.015
-4540.801,-768.157,1.54,-55.171,-197.875,-0.011
-4541.578,-770.912,1.541,-55.056,-197.129,0
-4542.222,-773.581,1.542,-53.591,-195.617,0.011
-4542.634,-776.265,1.542,-49.955,-194.484,0.006
-4543.177,-778.924,1.542,-48.195,-193.251,0.011
-4543.628,-781.565,1.543,-45.751,-192.022,0.013
-4544.246,-784.166,1.543,-45.376,-190.561,0.008
-4544.793,-786.751,1.541,-44.341,-189.142,-0.01
-4545.41,-789.473,1.539,-44.17,-189.344,-0.021
-4546.075,-792.012,1.54,-44.521,-187.639,-0.017
-4546.657,-794.683,1.54,-43.969,-187.545,-0.012
-4547.399,-797.236,1.54,-45.139,-186.241,-0.005
-4548.048,-799.729,1.541,-45.185,-184.522,-0.003
-4548.671,-802.155,1.542,-44.949,-182.355,0.009
-4549.105,-804.603,1.542,-42.808,-180.738,0.011
-4549.519,-807.136,1.544,-40.773,-180.238,0.024
-4549.965,-809.694,1.544,-39.37,-180.064,0.027
-4550.47,-812.095,1.544,-38.778,-178.296,0.024
-4550.941,-814.665,1.545,-37.926,-178.538,0.025
-4551.522,-817.203,1.545,-38.33,-178.409,0.024
-4551.968,-819.871,1.545,-37.276,-179.635,0.023
-4552.651,-822.383,1.545,-38.829,-179.07,0.017
