x,y,1.444,-0.084,-1.489,0
-4328.082,-221.029,1.522,-64.601,-178.927,0.019
-4328.978,-223.428,1.523,-64.327,-177.309,0.027
-4329.863,-225.872,1.523,-63.981,-176.396,0.023
-4330.964,-228.208,1.523,-65.902,-174.504,0.023
-4332.056,-230.733,1.523,-67.452,-174.836,0.011
-4332.866,-233.283,1.524,-65.864,-175.375,0.02
-4333.76,-235.717,1.523,-65.391,-174.632,0.015
-4334.653,-238.167,1.521,-64.965,-174.181,-0.006
-4335.687,-240.307,1.521,-66.054,-170.595,-0.014
-4336.73,-242.766,1.521,-67.081,-170.812,-0.004
-4337.694,-244.95,1.521,-67.134,-168.184,-0.011
-4338.622,-247.169,1.521,-66.814,-166.288,-0.005
-4339.293,-249.383,1.521,-63.902,-164.623,-0.004
-4339.939,-251.588,1.521,-61.151,-163.115,-0.006
-4340.671,-253.972,1.522,-59.698,-163.67,0.004
-4341.373,-256.284,1.522,-58.135,-163.402,0.004
-4342.092,-258.691,1.523,-56.993,-164.149,0.017
-4343.039,-261.139,1.524,-58.355,-165.206,0.021
-4343.919,-263.573,1.525,-58.841,-165.965,0.028
-4344.832,-266.096,1.525,-59.581,-167.532,0.022
-4345.778,-268.594,1.525,-60.558,-168.612,0.021
-4346.74,-271.206,1.525,-61.553,-170.704,0.017
-4347.758,-273.653,1.525,-62.982,-170.796,0.017
-4348.751,-276.009,1.526,-63.948,-169.932,0.02
-4349.69,-278.634,1.525,-64.209,-171.96,0.013
-4350.515,-281.082,1.525,-63.249,-171.868,0.009
-4351.386,-283.544,1.525,-62.921,-171.944,0.01
-4352.222,-285.987,1.525,-62.273,-171.807,0.008
-4353.054,-288.68,1.525,-61.679,-174.257,0.007
-4353.981,-291.225,1.525,-62.153,-174.833,0.001
-4354.741,-293.957,1.525,-60.834,-177.25,0.007
-4355.798,-296.323,1.527,-62.773,-175.53,0.017
-4356.533,-298.93,1.527,-61.107,-176.56,0.018
-4357.418,-301.453,1.527,-61.23,-176.562,0.016
-4358.274,-303.882,1.527,-61.036,-175.609,0.012
-4359.102,-306.339,1.527,-60.579,-175.077,0.012
-4360.023,-308.764,1.526,-61.155,-174.288,0.003
-4361.025,-311.267,1.525,-62.478,-174.423,-0.007
-4362.088,-313.853,1.525,-64.229,-175.4,-0.004
-4362.94,-316.326,1.524,-63.558,-175.062,-0.016
-4363.635,-318.806,1.524,-61.36,-174.844,-0.016
-4364.452,-321.191,1.525,-60.752,-173.68,-0.006
-4365.067,-323.661,1.524,-58.149,-173.567,-0.007
-4365.675,-326.005,1.524,-55.853,-172.175,-0.009
-4366.28,-328.296,1.525,-53.865,-170.439,0.001
-4366.988,-330.695,1.526,-53.238,-170.07,0.006
-4367.761,-332.872,1.526,-53.362,-167.472,0.011
-4368.474,-335.333,1.527,-52.856,-168.171,0.014
-4369.135,-337.643,1.527,-51.892,-167.219,0.018
-4369.663,-340.105,1.527,-49.691,-167.976,0.008
-4370.374,-342.469,1.526,-49.701,-167.609,0.001
-4371.071,-344.883,1.525,-49.574,-167.806,-0.011
-4371.966,-347.284,1.524,-51.495,-167.845,-0.015
-4372.92,-349.753,1.524,-53.74,-168.586,-0.011
-4373.811,-352.225,1.525,-55.011,-169.237,-0.005
-4374.643,-354.472,1.525,-55.478,-167.483,-0.005
-4375.379,-356.831,1.525,-54.907,-167.13,-0.003
-4376.078,-359.199,1.525,-54.02,-166.929,-0.003
-4376.756,-361.669,1.524,-53.063,-167.811,-0.006
-4377.39,-363.928,1.524,-51.784,-166.389,-0.007
-4378.077,-366.432,1.524,-51.242,-167.693,-0.006
-4378.954,-369.694,1.523,-52.725,-176.616,-0.018
-4379.92,-372.629,1.521,-54.921,-180.85,-0.035
-4380.766,-375.648,1.522,-55.548,-185.338,-0.02
-4381.39,-378.411,1.523,-53.81,-186.522,-0.007
-4382.132,-381.153,1.523,-53.535,-187.32,-0.008
-4382.854,-383.713,1.523,-53.095,-186.123,-0.005
-4383.579,-386.331,1.523,-52.745,-185.704,-0.003
-4384.569,-388.725,1.524,-55.188,-183.043,0.007
-4385.359,-391.184,1.525,-55.204,-181.429,0.019
-4386,-393.707,1.527,-53.678,-180.727,0.027
-4386.711,-396.108,1.526,-53.105,-178.868,0.02
-4387.41,-398.638,1.527,-52.489,-178.601,0.022
-4388.076,-401.054,1.526,-51.63,-177.205,0.013
-4388.817,-403.587,1.526,-51.665,-177.23,0.012
-4389.348,-406.167,1.526,-49.53,-177.724,0.006
-4389.909,-408.708,1.526,-48.017,-177.747,0.009
-4390.628,-411.178,1.527,-48.365,-177.026,0.014
-4391.374,-413.787,1.526,-48.931,-177.853,0.008
-4392.351,-416.154,1.526,-51.785,-176.06,0.007
-4393.231,-418.714,1.526,-53.236,-176.522,-0.001
-4393.941,-421.147,1.526,-52.714,-175.618,-0.003
-4394.654,-423.631,1.525,-52.304,-175.356,-0.007
-4395.409,-425.89,1.525,-52.382,-172.822,-0.002
-4396.11,-428.401,1.526,-51.898,-173.262,0
-4396.785,-430.811,1.525,-51.216,-172.582,-0.001
-4397.427,-433.18,1.526,-50.291,-171.59,0
-4398.27,-435.551,1.525,-51.565,-170.769,-0.008
-4399.018,-438.106,1.525,-51.688,-171.961,-0.001
-4399.623,-440.593,1.526,-50.316,-172.271,0.003
-4400.276,-443.079,1.525,-49.642,-172.522,-0.002
-4400.903,-445.477,1.526,-48.793,-171.841,0.009
-4401.677,-447.927,1.527,-49.581,-171.788,0.011
-4402.633,-450.344,1.528,-52.135,-171.408,0.017
-4403.686,-452.593,1.527,-55.307,-169.356,0.01
-4404.645,-454.953,1.528,-57.045,-168.742,0.019
-4405.506,-457.324,1.529,-57.52,-168.334,0.021
-4406.377,-459.809,1.529,-58.03,-169.158,0.017
-4406.99,-462.158,1.528,-55.805,-168.462,0.009
-4407.712,-464.504,1.528,-55.028,-167.838,0.011
-4408.287,-466.971,1.529,-52.859,-168.553,0.016
-4408.938,-469.44,1.53,-51.789,-169.178,0.023
-4409.684,-471.86,1.53,-51.85,-169.218,0.02
-4410.522,-474.428,1.53,-52.852,-170.764,0.02
-4411.317,-476.918,1.531,-53.258,-171.29,0.024
-4412.114,-479.374,1.531,-53.631,-171.375,0.022
-4412.85,-481.88,1.531,-53.323,-171.969,0.018
-4413.661,-484.427,1.531,-53.829,-172.908,0.012
-4414.677,-486.908,1.531,-56.368,-173.017,0.013
-4415.659,-489.585,1.53,-58.187,-175.13,0.004
-4416.745,-492.026,1.529,-60.815,-174.5,-0.007
-4417.668,-494.47,1.529,-61.374,-173.999,-0.009
-4418.417,-496.967,1.528,-60.064,-174.116,-0.017
-4419.208,-499.519,1.528,-59.367,-174.786,-0.019
-4419.792,-502.057,1.528,-56.65,-175.2,-0.014
-4420.445,-504.399,1.528,-55.036,-173.549,-0.013
-4421.237,-506.812,1.529,-55.095,-172.868,-0.002
-4422.076,-509.166,1.528,-55.633,-171.68,-0.005
-4422.991,-511.591,1.528,-56.871,-171.397,-0.006
-4423.793,-514.032,1.528,-56.767,-171.313,-0.007
-4424.53,-516.461,1.527,-55.997,-171.123,-0.019
-4425.409,-518.864,1.526,-56.815,-170.701,-0.021
-4426.278,-521.353,1.525,-57.409,-171.217,-0.024
-4427.364,-523.858,1.525,-60.143,-171.819,-0.025
-4428.579,-526.153,1.526,-63.808,-170.178,-0.014
-4429.582,-528.641,1.525,-64.742,-170.769,-0.016
-4430.529,-531.151,1.525,-64.971,-171.493,-0.013
-4431.38,-533.578,1.525,-64.179,-171.254,-0.01
-4432.205,-535.84,1.525,-63.23,-169.36,-0.01
-4433.062,-538.143,1.525,-62.754,-168.157,-0.015
-4433.991,-540.522,1.524,-63.097,-167.92,-0.023
-4434.965,-542.963,1.523,-63.842,-168.349,-0.021
-4435.845,-545.194,1.524,-63.511,-166.567,-0.012
-4436.742,-547.632,1.524,-63.402,-167.168,-0.007
-4437.356,-550.043,1.524,-60.402,-167.398,-0.008
-4437.99,-552.617,1.524,-58.049,-169.282,-0.009
-4438.636,-554.973,1.524,-56.163,-168.642,-0.011
-4439.391,-557.389,1.524,-55.675,-168.707,-0.003
-4440.204,-559.745,1.524,-55.854,-168.147,-0.002
-4441.064,-562.203,1.525,-56.49,-168.732,0.007
-4441.825,-564.587,1.526,-56.023,-168.456,0.009
-4442.492,-566.964,1.527,-54.648,-168.147,0.026
-4443.215,-569.316,1.528,-54.051,-167.637,0.029
-4444.022,-571.763,1.528,-54.418,-168.168,0.026
-4444.776,-574.222,1.528,-54.172,-168.752,0.02
-4445.653,-576.662,1.529,-55.237,-169.053,0.024
-4446.468,-579.179,1.528,-55.503,-170.105,0.015
-4447.306,-581.618,1.53,-55.961,-170.2,0.026
-4448.167,-584.213,1.53,-56.6,-171.883,0.026
-4448.827,-586.646,1.53,-55.065,-171.648,0.023
-4449.628,-589.112,1.531,-55.219,-171.796,0.024
-4450.484,-591.519,1.53,-55.906,-171.303,0.014
-4451.417,-593.979,1.53,-57.287,-171.437,0.014
-4452.478,-596.38,1.53,-59.789,-170.946,0.015
-4453.445,-598.671,1.531,-60.945,-169.387,0.021
-4454.197,-601,1.532,-59.724,-168.455,0.024
-4455.081,-603.271,1.532,-60.039,-167.058,0.018
-4455.794,-605.627,1.531,-58.557,-166.747,0.009
-4456.364,-608.22,1.531,-55.814,-168.917,0.009
-4456.93,-610.862,1.531,-53.424,-171.274,0.009
-4457.531,-613.294,1.53,-51.755,-171.122,0
-4458.182,-615.729,1.531,-50.853,-171.022,0.009
-4458.831,-618.177,1.531,-50.05,-171.07,0.008
-4459.481,-620.858,1.532,-49.384,-173.512,0.015
-4460.263,-623.246,1.531,-50.175,-172.574,0
-4461.229,-626.318,1.531,-52.732,-178.824,-0.004
-4462.094,-629.455,1.53,-53.885,-184.814,-0.009
-4463.062,-632.448,1.53,-55.928,-188.455,-0.011
-4464.045,-635.354,1.53,-57.823,-190.649,-0.007
-4465.076,-638.059,1.53,-59.93,-190.455,-0.005
-4466.019,-640.873,1.53,-60.824,-191.421,-0.005
-4466.906,-643.642,1.529,-61.007,-191.777,-0.008
-4467.654,-646.353,1.53,-59.743,-191.482,-0.007
-4468.371,-648.988,1.529,-58.337,-190.442,-0.011
-4469.177,-651.473,1.53,-58.051,-188.018,-0.003
-4470.001,-654.05,1.53,-58,-186.898,0.003
-4470.98,-656.705,1.529,-59.552,-186.746,-0.006
-4471.95,-659.258,1.529,-60.773,-185.564,-0.005
-4472.884,-661.845,1.527,-61.457,-184.899,-0.024
-4473.617,-664.45,1.527,-59.962,-184.528,-0.018
-4474.455,-667.039,1.527,-59.763,-184.045,-0.019
-4475.302,-669.493,1.527,-59.7,-182.245,-0.018
-4476.112,-672.026,1.527,-59.258,-181.514,-0.01
-4477.027,-674.507,1.528,-59.965,-180.358,-0.007
-4477.812,-677.086,1.528,-59.226,-180.381,-0.001
-4478.626,-679.657,1.528,-58.895,-180.322,0.001
-4479.354,-682.161,1.529,-57.726,-179.588,0.009
-4480.036,-684.56,1.529,-56.255,-177.874,0.004
-4480.596,-687.094,1.529,-53.75,-177.797,0.01
-4481.15,-689.415,1.529,-51.554,-175.546,0.006
-4481.951,-691.999,1.529,-52.215,-176.323,0.001
-4482.554,-694.595,1.528,-50.738,-177.124,-0.006
-4483.408,-697.279,1.527,-52.075,-178.704,-0.014
-4484.267,-700.021,1.527,-53.256,-180.646,-0.011
-4485.076,-702.83,1.526,-53.756,-182.998,-0.021
-4485.788,-705.435,1.526,-53.175,-182.907,-0.022
-4486.652,-708.128,1.525,-54.255,-183.727,-0.023
-4487.475,-710.694,1.526,-54.743,-183.122,-0.01
-4488.25,-713.172,1.526,-54.669,-181.699,-0.01
-4488.838,-715.701,1.527,-52.69,-181.013,0.003
-4489.612,-718.165,1.528,-52.906,-179.762,0.008
-4490.468,-720.559,1.528,-53.932,-177.967,0.005
-4491.344,-723.249,1.529,-55.022,-179.488,0.015
-4492.008,-725.694,1.529,-53.766,-178.267,0.019
-4492.697,-728.198,1.529,-52.957,-177.819,0.011
-4493.409,-730.642,1.528,-52.491,-176.836,0.003
-4494.304,-733.155,1.527,-53.984,-176.694,-0.006
-4495.189,-735.696,1.528,-55.158,-176.875,0.001
-4496.031,-738.355,1.527,-55.712,-178.227,-0.009
-4496.892,-740.92,1.527,-56.381,-178.424,-0.003
-4497.707,-743.56,1.528,-56.478,-179.365,0
-4498.39,-746.163,1.528,-55.206,-179.782,0.003
-4498.913,-748.668,1.529,-52.476,-179.128,0.013
-4499.302,-751.161,1.53,-48.764,-178.45,0.019
-4499.783,-753.649,1.53,-46.542,-177.824,0.014
-4500.248,-756.13,1.53,-44.48,-177.214,0.018
-4500.671,-758.752,1.531,-42.298,-178.137,0.018
-4500.966,-761.215,1.53,-39.112,-177.296,0.006
-4501.337,-763.785,1.529,-37.178,-177.679,0.003
-4501.834,-766.31,1.529,-36.829,-177.544,0.003
-4502.258,-768.977,1.529,-35.778,-178.891,-0.002
-4502.882,-771.524,1.53,-36.946,-178.803,0.01
-4503.416,-774.199,1.53,-36.999,-180.047,0.011
-4503.973,-776.636,1.53,-37.294,-178.65,0.005
-4504.455,-779.184,1.531,-36.772,-178.607,0.013
-4504.913,-781.717,1.533,-36.081,-178.419,0.029
-4505.331,-784.202,1.533,-35.08,-177.756,0.03
-4505.801,-786.681,1.533,-34.761,-177.144,0.02
-4506.17,-789.025,1.533,-33.448,-175.222,0.022
-4506.611,-791.529,1.533,-33.065,-175.231,0.014
-4507.212,-794.161,1.532,-34.389,-176.553,0.006
-4507.686,-796.756,1.532,-34.214,-177.298,0.003
-4508.298,-799.452,1.532,-35.482,-178.982,0.008
-4508.796,-802.016,1.532,-35.387,-179.052,0.003
-4509.379,-804.702,1.531,-36.184,-180.374,-0.006
-4509.95,-807.217,1.532,-36.741,-179.739,0.002
-4510.408,-809.832,1.532,-36.059,-180.229,0.002
-4510.924,-812.498,1.531,-36.062,-181.168,-0.002
-4511.377,-814.953,1.532,-35.421,-179.795,0.001
-4511.907,-817.395,1.532,-35.675,-178.492,0.001
-4512.376,-819.824,1.532,-35.256,-177.243,0.004
-4512.833,-822.39,1.532,-34.767,-177.601,-0.002
-4513.349,-824.82,1.53,-34.974,-176.493,-0.015
-4513.821,-827.24,1.529,-34.69,-175.448,-0.022
-4514.392,-829.757,1.529,-35.46,-175.56,-0.025
-4514.902,-832.324,1.529,-35.497,-176.17,-0.016
-4515.426,-834.856,1.53,-35.676,-176.329,-0.007
-4516.049,-837.424,1.53,-36.843,-176.834,-0.008
-4516.838,-840.02,1.531,-39.541,-177.545,0.009
-4517.542,-842.59,1.532,-40.98,-177.892,0.013
-4518.282,-845.043,1.531,-42.563,-176.989,-0.001
-4518.997,-847.539,1.53,-43.667,-176.654,-0.004
-4519.863,-850.013,1.53,-46.159,-176.145,-0.008
-4520.815,-852.52,1.529,-49.171,-176.044,-0.016
-4521.922,-854.98,1.529,-53.34,-175.475,-0.007
-4523.01,-857.512,1.529,-56.695,-175.742,-0.012
-4524.017,-860.15,1.527,-58.719,-177.048,-0.023
-4524.969,-862.727,1.526,-59.883,-177.543,-0.031
-4526.007,-865.248,1.525,-61.765,-177.382,-0.04
-4526.899,-867.717,1.525,-61.866,-176.712,-0.031
-4527.727,-870.104,1.525,-61.286,-175.301,-0.025
-4528.729,-872.612,1.526,-62.599,-175.332,-0.019
-4529.74,-874.942,1.527,-63.794,-173.539,-0.006
-4530.644,-877.511,1.527,-63.719,-174.467,-0.004
-4531.428,-879.831,1.527,-62.416,-172.687,-0.001
-4532.116,-882.272,1.528,-60.32,-172.426,0.005
-4532.872,-884.753,1.528,-59.238,-172.6,0.003
-4533.615,-887.18,1.527,-58.172,-172.204,-0.007
-4534.306,-889.698,1.527,-56.727,-172.798,-0.003
-4535.178,-892.071,1.527,-57.369,-171.814,0.002
-4536.176,-894.617,1.527,-59.2,-172.761,-0.003
-4537.102,-897.07,1.527,-60.023,-172.601,-0.003
-4538.02,-899.975,1.527,-60.649,-177.124,0
-4539.031,-902.956,1.527,-62.139,-181.764,0.002
-4540.22,-905.785,1.528,-65.242,-184.158,0.008
-4541.281,-908.625,1.528,-66.566,-186.313,0.011
-4542.321,-911.358,1.529,-67.489,-187.047,0.017
-4543.384,-914.081,1.529,-68.508,-187.575,0.014
-4544.231,-916.684,1.528,-67.15,-186.788,0.005
-4545.136,-919.451,1.528,-66.585,-187.8,0.001
-4546.074,-921.909,1.528,-66.455,-185.482,0
-4547.062,-924.4,1.527,-66.849,-183.844,-0.007
-4548.04,-926.835,1.528,-67.085,-181.879,-0.002
-4548.954,-929.288,1.528,-66.631,-180.385,0.006
-4549.803,-931.605,1.529,-65.574,-177.708,0.015
-4550.55,-933.819,1.529,-63.616,-174.365,0.005
-4551.316,-936.221,1.529,-62.146,-173.452,0.004
-4551.936,-938.603,1.528,-59.394,-172.46,0.002
-4552.621,-941.03,1.528,-57.711,-172.085,-0.003
-4553.272,-943.569,1.528,-55.922,-172.917,-0.005
-4553.9,-946.094,1.527,-54.167,-173.483,-0.011
-4554.773,-948.651,1.527,-55.188,-174.287,-0.009
-4555.572,-951.172,1.526,-55.297,-174.606,-0.014
-4556.241,-953.555,1.527,-54.045,-173.461,-0.009
-4556.839,-956.08,1.526,-52.253,-173.948,-0.011
-4557.628,-958.461,1.526,-52.696,-172.88,-0.009
-4558.496,-960.93,1.527,-53.883,-172.866,0
-4559.438,-963.329,1.527,-55.649,-172.139,0.002
-4560.278,-965.768,1.528,-56.122,-171.933,0.009
-4561.118,-968.251,1.529,-56.512,-172.213,0.015
-4561.847,-970.788,1.529,-55.709,-173.004,0.018
-4562.533,-973.224,1.53,-54.576,-172.637,0.021
-4563.104,-975.836,1.53,-52.423,-174.142,0.015
-4563.791,-978.419,1.53,-51.782,-175.123,0.019
-4564.402,-980.992,1.529,-50.461,-175.857,0.006
-4564.997,-983.458,1.529,-49.168,-175.376,0.004
-4565.613,-985.997,1.529,-48.277,-175.718,-0.002
-4566.426,-988.472,1.53,-49.549,-175.359,0.008
-4567.3,-990.997,1.53,-51.263,-175.564,0.009
-4568.102,-993.599,1.53,-51.971,-176.527,0.013
-4568.889,-996.181,1.531,-52.435,-177.151,0.012
-4569.666,-998.857,1.53,-52.719,-178.65,0.009
-4570.395,-1001.5,1.53,-52.472,-179.577,0.008
-4571.21,-1003.979,1.529,-53.15,-178.694,-0.004
-4572.02,-1006.522,1.529,-53.666,-178.593,-0.006
-4573.082,-1009.606,1.529,-56.711,-184.072,-0.004
-4573.992,-1012.606,1.53,-57.741,-187.887,0.008
-4574.757,-1015.479,1.532,-57.118,-189.832,0.024
-4575.594,-1018.236,1.532,-57.339,-190.295,0.022
-4576.288,-1020.922,1.532,-56.047,-189.967,0.011
-4577.109,-1023.573,1.531,-56.256,-189.321,0.003
-4578.025,-1026.036,1.531,-57.417,-186.834,0.005
-4578.963,-1028.724,1.531,-58.625,-187.021,-0.001
-4579.964,-1031.436,1.53,-60.316,-187.439,-0.006
-4580.822,-1034.01,1.53,-60.27,-186.373,-0.006
-4581.626,-1036.541,1.529,-59.689,-185.019,-0.015
-4582.374,-1039.142,1.527,-58.608,-184.585,-0.03
-4583.201,-1041.65,1.527,-58.5,-183.255,-0.028
-4584.164,-1044.14,1.526,-59.807,-181.94,-0.031
-4584.921,-1046.58,1.526,-58.808,-180.306,-0.027
-4585.752,-1048.989,1.526,-58.722,-178.587,-0.019
-4586.466,-1051.261,1.528,-57.428,-175.71,0
-4587.115,-1053.749,1.529,-55.67,-175.479,0.008
-4587.759,-1056.164,1.53,-54.108,-174.539,0.019
-4588.298,-1058.67,1.53,-51.7,-174.662,0.015
-4588.798,-1061.091,1.531,-49.247,-173.899,0.017
-4589.264,-1063.629,1.53,-46.803,-174.45,0.013
-4589.999,-1066.055,1.53,-47.478,-173.776,0.003
-4590.753,-1068.712,1.529,-48.269,-175.574,0.001
-4591.407,-1071.21,1.528,-47.894,-175.471,-0.008
-4592.11,-1073.88,1.529,-48.094,-177.144,-0.006
-4592.821,-1076.426,1.528,-48.34,-177.3,-0.014
-4593.616,-1079.01,1.528,-49.415,-177.836,-0.008
-4594.36,-1081.386,1.528,-49.803,-176.142,-0.011
-4595.047,-1083.825,1.529,-49.557,-175.338,0
-4595.689,-1086.217,1.529,-48.872,-174.185,0.002
-4596.277,-1088.767,1.529,-47.744,-174.813,0.001
-4597.001,-1091.272,1.528,-48.168,-174.895,-0.009
-4597.696,-1093.917,1.527,-48.245,-176.4,-0.016
-4598.426,-1096.475,1.526,-48.666,-176.798,-0.023
-4599.235,-1098.936,1.525,-49.83,-176.124,-0.026
-4600.011,-1101.664,1.525,-50.496,-178.313,-0.026
-4600.609,-1104.27,1.524,-49.228,-178.917,-0.029
-4601.382,-1106.762,1.525,-49.945,-178.26,-0.019
-4602.208,-1109.372,1.525,-51.099,-178.903,-0.014
-4602.975,-1111.922,1.525,-51.481,-178.847,-0.007
-4603.761,-1114.274,1.527,-51.996,-176.759,0.011
-4604.582,-1116.502,1.528,-52.8,-173.696,0.017
-4605.285,-1118.996,1.528,-52.276,-173.83,0.018
-4606.261,-1122.181,1.528,-54.64,-181.056,0.01
-4607.074,-1125.374,1.528,-54.966,-187.299,0.011
-4607.826,-1128.484,1.529,-54.63,-191.769,0.016
-4608.398,-1131.648,1.529,-52.485,-196.141,0.015
-4609.058,-1134.558,1.528,-51.554,-197.247,0.003
-4609.854,-1137.467,1.527,-52.167,-198.193,-0.008
-4610.495,-1140.201,1.526,-51.098,-197.183,-0.01
-4611.234,-1142.86,1.526,-51.188,-195.559,-0.007
-4612.262,-1145.452,1.527,-54.25,-193.481,-0.005
-4613.211,-1148.084,1.526,-56.037,-192.123,-0.006
-4613.946,-1150.406,1.526,-55.368,-187.77,-0.011
-4614.737,-1152.803,1.525,-55.367,-184.839,-0.016
-4615.455,-1155.071,1.526,-54.608,-180.997,-0.005
-4616.218,-1157.532,1.526,-54.435,-179.718,-0.003
-4616.984,-1160.074,1.526,-54.314,-179.459,-0.008
-4617.655,-1162.691,1.525,-53.231,-180.003,-0.012
-4618.353,-1165.194,1.526,-52.586,-179.303,-0.004
-4619.244,-1167.713,1.526,-54.027,-178.863,0.001
-4620.061,-1170.247,1.526,-54.493,-178.643,-0.003
-4620.74,-1172.765,1.526,-53.477,-178.29,-0.004
-4621.54,-1175.166,1.527,-53.838,-176.792,0.007
-4622.288,-1177.645,1.528,-53.629,-176.309,0.015
-4623.148,-1180.036,1.528,-54.593,-174.997,0.013
-4624.173,-1182.601,1.527,-57.114,-175.671,0.007
-4625.115,-1185.064,1.528,-58.41,-175.188,0.009
-4626.061,-1187.63,1.528,-59.562,-175.841,0.01
-4626.867,-1190.177,1.527,-59.097,-176.204,0
-4627.557,-1192.704,1.526,-57.508,-176.303,-0.009
-4628.264,-1195.217,1.526,-56.33,-176.246,-0.012
-4628.867,-1197.727,1.526,-54.256,-176.159,-0.001
-4629.402,-1200.141,1.528,-51.785,-175.104,0.01
-4630.149,-1202.588,1.529,-51.865,-174.547,0.021
-4630.694,-1204.998,1.529,-49.845,-173.688,0.02
-4631.508,-1207.424,1.529,-50.888,-173.114,0.018
-4632.404,-1209.84,1.529,-52.634,-172.531,0.011
-4633.102,-1212.466,1.529,-52.079,-174.189,0.014
-4633.856,-1215.043,1.528,-52.178,-175.104,0
-4634.719,-1217.509,1.528,-53.391,-174.732,-0.005
-4635.462,-1220.086,1.526,-53.187,-175.568,-0.016
-4636.336,-1222.717,1.527,-54.364,-176.828,-0.008
-4637.278,-1225.307,1.527,-56.065,-177.486,-0.008
-4638.277,-1227.933,1.526,-58.109,-178.424,-0.011
-4639.187,-1230.496,1.527,-58.922,-178.568,0
-4639.931,-1232.878,1.53,-57.917,-176.828,0.021
-4640.648,-1235.269,1.531,-56.791,-175.436,0.027
-4641.158,-1237.625,1.533,-53.682,-173.888,0.048
-4641.684,-1240.181,1.533,-51.199,-174.633,0.043
-4642.48,-1242.773,1.533,-51.868,-175.627,0.038
-4643.205,-1245.401,1.533,-51.7,-176.855,0.025
-4644.031,-1247.974,1.532,-52.606,-177.33,0.012
-4644.919,-1250.527,1.531,-54.013,-177.54,0.004
-4645.81,-1253.079,1.531,-55.233,-177.705,0
-4646.635,-1255.661,1.53,-55.609,-178.141,-0.004
-4647.389,-1258.18,1.53,-55.194,-177.875,-0.007
-4648.211,-1260.748,1.529,-55.536,-178.159,-0.015
-4648.978,-1263.32,1.529,-55.26,-178.433,-0.016
-4649.829,-1265.897,1.528,-55.895,-178.718,-0.017
-4650.619,-1268.353,1.529,-55.812,-177.721,-0.004
-4651.334,-1270.813,1.53,-54.962,-176.911,0.004
-4652.211,-1273.384,1.531,-55.911,-177.356,0.016
-4653.053,-1275.904,1.531,-56.351,-177.215,0.013
-4653.718,-1278.397,1.531,-54.911,-176.823,0.011
-4654.271,-1281.036,1.532,-52.526,-177.988,0.011
-4654.789,-1283.491,1.53,-50.135,-177.086,-0.004
-4655.375,-1286.165,1.528,-48.793,-178.568,-0.021
-4656.068,-1288.729,1.528,-48.762,-178.695,-0.022
-4656.831,-1291.476,1.528,-49.435,-180.697,-0.014
-4657.673,-1294.016,1.53,-50.836,-180.274,0.001
-4658.525,-1296.345,1.531,-52.139,-177.736,0.014
-4659.455,-1298.827,1.531,-54.032,-177.149,0.011
-4660.116,-1301.351,1.532,-52.902,-177.086,0.014
-4660.847,-1303.825,1.532,-52.647,-176.506,0.021
-4661.38,-1306.169,1.533,-50.384,-174.682,0.022
-4662.081,-1308.564,1.533,-50.191,-173.644,0.021
-4662.888,-1311.14,1.532,-51.115,-174.622,0.009
-4663.693,-1313.6,1.532,-51.891,-174.27,0.004
-4664.467,-1316.211,1.532,-52.228,-175.521,0.001
-4665.179,-1318.7,1.532,-51.878,-175.333,0.001
-4665.877,-1321.364,1.53,-51.434,-176.97,-0.011
-4666.629,-1323.919,1.531,-51.61,-177.243,-0.006
-4667.359,-1326.338,1.53,-51.538,-176.08,-0.007
-4668.067,-1328.798,1.53,-51.247,-175.508,-0.013
-4668.934,-1331.41,1.531,-52.631,-176.593,-0.001
-4669.685,-1333.908,1.53,-52.623,-176.331,-0.006
-4670.575,-1336.347,1.53,-54.049,-175.511,-0.003
-4671.407,-1338.863,1.53,-54.658,-175.601,-0.009
-4672.278,-1341.202,1.53,-55.588,-173.851,-0.009
-4672.854,-1343.67,1.53,-53.348,-173.69,-0.001
-4673.504,-1346.229,1.531,-52.194,-174.497,0.002
-4674.153,-1348.7,1.53,-51.196,-174.273,-0.004
-4674.748,-1351.245,1.53,-49.794,-174.835,-0.004
-4675.415,-1353.626,1.53,-49.33,-173.645,-0.006
-4676.109,-1356.097,1.53,-49.227,-173.543,-0.006
-4676.924,-1358.601,1.529,-50.38,-173.793,-0.013
-4677.843,-1361.205,1.529,-52.43,-175.043,-0.006
-4678.764,-1363.722,1.53,-54.197,-175.21,0.005
-4679.6,-1366.188,1.529,-54.831,-174.835,-0.008
-4680.523,-1368.782,1.529,-56.276,-175.82,-0.012
-4681.421,-1371.31,1.527,-57.24,-175.993,-0.02
-4682.194,-1374.058,1.526,-56.783,-178.403,-0.034
-4683.188,-1376.774,1.525,-58.659,-180.119,-0.031
-4684.106,-1379.367,1.526,-59.492,-180.326,-0.022
-4685.058,-1381.985,1.527,-60.54,-180.757,-0.008
-4685.816,-1384.486,1.528,-59.442,-179.926,-0.002
-4686.474,-1386.9,1.528,-57.469,-178.311,0.004
-4687.094,-1389.395,1.528,-55.403,-177.773,0.003
-4687.696,-1391.86,1.528,-53.447,-177.006,0
-4688.396,-1394.441,1.529,-52.788,-177.548,0.007
-4689.106,-1396.998,1.528,-52.348,-177.752,0
-4689.929,-1399.74,1.528,-53.118,-179.845,-0.004
-4690.811,-1402.275,1.527,-54.383,-179.486,-0.005
